"clade_name","Sample_10","Sample_11","Sample_12","Sample_13","Sample_14","Sample_15","Sample_16","Sample_17","Sample_18","Sample_19","Sample_2","Sample_20","Sample_21","Sample_22","Sample_23","Sample_24","Sample_25","Sample_26","Sample_27","Sample_28","Sample_29","Sample_3","Sample_31","Sample_32","Sample_33","Sample_34","Sample_35","Sample_36","Sample_37","Sample_38","Sample_39","Sample_4","Sample_40","Sample_41","Sample_42","Sample_43","Sample_44","Sample_45","Sample_5","Sample_7","Sample_8","Sample_9"
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lacticaseibacillus|s__Lacticaseibacillus_zeae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01335
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactiplantibacillus|s__Lactiplantibacillus_herbarum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00204,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactiplantibacillus|s__Lactiplantibacillus_plantarum",0,0,0.08779,0.00214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64937,0,0,0,0,0,0,0,0,0.02465,0.00803,0.0038,0,0,0,0,0.03658,0,0,0.01199,0,0,0.0092
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_amylovorus",0,0,0,0,0,0,0,0,0,0,0,0,0.02943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_crispatus",0,0,0,0,0,0,0,0,0,0,0,0,0.02874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01842,0,0,0,0,0.01279,0.0027,0,0,0,0.173,0,0.03647,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_delbrueckii",9e-05,0,0,0,0,0,0.06928,0.24154,0,0,0,0,0,0,0,0,0,0,0.05991,0,0,0,2.04563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00076,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_gasseri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00298,0,0,0,0,0,0,0,0,0,0.52746,0.01003,0,0,0.0069,0,0,0,0,0.03071,0,0.00394,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_iners",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00336,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_johnsonii",0,0,0,0,0,0,0,0,0,0,0,0,0.64562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Latilactobacillus|s__Latilactobacillus_curvatus",0.00129,0,0.00285,0,0,0,0,0,0,0,0,0,0,0.00143,0,0,0.00287,0,0,0,0,0,0,0,0,0,0.00594,0,0.01231,0.00754,0.0021,0,0,0,0,0.08321,0,0,0.01208,0,0,0.00256
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Latilactobacillus|s__Latilactobacillus_sakei",0,0,0.0109,0.03406,0,0.00185,0,0,0.09457,0.61249,0,0.02093,3e-04,0.00644,0.01947,0,0.00959,0,0.00079,0.01425,0,0,0,0.0042,0.00603,0.01025,0.02612,0,0.01467,0.06525,0.00634,0.00402,0,0.07431,0.07516,1.34261,0,0.00075,0.94788,0,0,0.1402
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Leuconostoc|s__Leuconostoc_carnosum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01126,0,0,0.00045,0,0,0.00139
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Leuconostoc|s__Leuconostoc_citreum",0,0,0,0.00155,0,0,0,0,0,0,2e-04,0,0,0.00328,0,0,0,0,0.34307,0.00043,0,0,0.01176,0,0.01238,0.10437,0.07174,0,0.00146,0.0124,0.02638,0.00154,0.0659,0,0,0.00171,0.01508,0.00394,0.14667,0,0,0.00314
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Leuconostoc|s__Leuconostoc_gelidum",0,0.01052,0.00313,0,0,0,0,0,0.00911,0,0.00096,0.0051,0,0,0,0.01694,0.01228,0,0,0.01502,0,0.00463,0,0,0.00252,0.00221,0,0,0.012,0,0.16831,0,0,0.0221,0,0.15573,0,0,0.01583,0,0.00056,0.00065
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Leuconostoc|s__Leuconostoc_holzapfelii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00174,0,0,0,0,0,0.00107,0,0,0,0,0,0.00033,0,0,0,2e-05,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Leuconostoc|s__Leuconostoc_kimchii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Leuconostoc|s__Leuconostoc_lactis",0,0.31271,0,0,0,0,0.1747,0.00041,0,0,0,0,0,0,0,0,0,0,0.00261,0.29366,0,0,0,0.0181,0,0.02016,0.13193,0,0.00084,0,0,0.00308,0,0,0.00305,0.00922,0,0,0.17233,0,0.01031,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Leuconostoc|s__Leuconostoc_mesenteroides",0.11889,0,0.00087,0.01044,0,0,0,0,0.00372,0,0,0,0,0,0,0.00296,0,0,0.03072,0,0,0,0,0,0,0.11426,0,0,0.00055,0,0.00324,0.03872,0.00204,0,0,0.29334,0.02084,0.00085,0.04772,0.03415,0,0.0085
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Leuconostoc|s__Leuconostoc_pseudomesenteroides",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00065,0,0,0,0.00024,0,0,0,0,0,0,0,0,0,0,0,0.00023,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Leuconostoc|s__Leuconostoc_suionicum",0,0,0,0,0,0,0.00124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00395,0,0.03988,0,0,0,0,0.00215,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Levilactobacillus|s__Levilactobacillus_brevis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-04,0,0,0,0,0,0,0,0,0,0,0.0018,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Levilactobacillus|s__Levilactobacillus_parabrevis",0,0,0,0.00019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Ligilactobacillus|s__Ligilactobacillus_ruminis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78273,13.33583,0.16537,0,25.59745,0,0,0,0,0,0,0,0,0,0.09067,0.00921,0,0,0,0,0,0,0,0,0,4.97932,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Ligilactobacillus|s__Ligilactobacillus_salivarius",0,0,0,0,0,0,0,0,0,0,0,0,0.16844,0,0,0,0,0,0,0,0,0,0.0256,0,0,0,0.00728,0,0.00856,8.81798,0.92942,0,0,0,0,0,0.00093,0,1.22748,0,0.08436,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus|s__Lactobacillus_timonensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00422,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus|s__Limosilactobacillus_coleohominis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00012,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus|s__Limosilactobacillus_fermentum",0,0,0.01097,0,0,0,0.12728,0.07715,0,0,0,0,0.19142,0,0,0,0,0,0.02109,0,0,0,0.00019,0,0,0,0,0,0,0.40728,0.06281,0,0,0.01865,0.00853,0,0,0,0.0565,0,0.01444,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus|s__Limosilactobacillus_mucosae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01709,0.55406,0,0,0.20141,0,0,0,0,0,0,0,0,0.00451,0,0,0,0,0,0,0,0,0,0.04725,0,0.1318,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus|s__Limosilactobacillus_oris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03493,0,0,0,0,0,0,0,0,0.08472,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus|s__Limosilactobacillus_portuensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11281,0.00091,0,0,0,0,0,0,0,0.00499,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus|s__Limosilactobacillus_reuteri",0,0,0,0,0,0,0,0,0,0,0,0,0.2775,0,0,0,0.03316,0,0,0.00958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00114,0,0,0.0054
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Pediococcus|s__Pediococcus_inopinatus",0,0,0.00138,0.00815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Pediococcus|s__Pediococcus_pentosaceus",0,0,0.01001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011,0.00088,0.03459,0,0,0,0.00051,0,0,0,0.00677,0,0.04482,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Weissella|s__Weissella_cibaria",0,0.00497,0.0389,0.00278,0.05064,0,0.04843,0,0,0,0,0,0,0,0,0,0,0,0.00667,0,0,0,0.16735,0,0,0.50017,0.17187,0,0.21314,0.33042,0.01087,0,0.01236,0,0.02319,0.1059,0.00148,0,0.8572,0,0.21073,0.03927
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Weissella|s__Weissella_confusa",0,0,0.01887,0.00288,0,0,0.06644,0,0,0,0,0,0.03168,0,0,0,0,0,0,0,0,0,0,0,0,0.02024,0,0,0,0.02775,0,0.00086,0,0.00365,0,0.18448,0,0,0.24765,0,0.05843,0.00457
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Weissella|s__Weissella_hellenica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7e-05,0,0,0,0.01212,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Weissella|s__Weissella_koreensis",0,0,0.05841,0.0025,0,0,0,0,0.06196,0,0.00033,0.01046,0,0,0,0,0.00157,0.08083,0.01621,0,0,0.00619,0,0,0.0036,0.01325,0,0,0.05272,0.0182,0,0,0.02557,4.10229,0.00433,0.11557,0,0.0027,0.30398,0,0,0.05377
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Weissella|s__Weissella_paramesenteroides",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02522,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Weissella|s__Weissella_viridescens",0,0.09589,0,0,0,0,0,0,0.04134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00125,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_carnosus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00292,0,0,0,0,0.00373,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_cremoris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00372,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_garvieae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04304,0,0.02899,0,0,0,0.0075,0,0,0.06979,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_lactis",0,6e-05,0.00017,0,3.59439,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00361,0.00172,0,0,0.00253,0,0,0.01023,0.22403,0,0.13011,0.11316,0,0.00376,0,0,0.02072,0.03609,0,0,0.0768,0,0.03944,0.08395
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_petauri",0,0,0.01232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00339,0,0,0,0,0.00417,0,0,0,0,0,0,5.0737,0,0,1.55444,0,0,0.03565
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_plantarum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_raffinolactis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00839,0,0,0,0,0,0,0,0,0,0,0,0.00251,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_taiwanensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00035,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_agalactiae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02242,0.06724,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_anginosus",0,0.00667,0,0,0.02354,0,0.65095,0.05436,0.00289,0.26157,0,0.00148,0.35333,0.00748,0,0.01076,0.06106,0.00704,0.05225,0.00204,0.00726,0.00522,0.04356,0.00937,0,0.00124,0.01308,0,0.02415,0.16817,0.06392,0,0.02107,0.00864,0.00854,0.04223,0.00156,0.00026,0.07063,0,0.01095,0.00166
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_australis",0.00034,0.02882,0.04867,0.00426,0.06031,0.01082,0.43354,0.45754,0.01574,0.00124,0,0.03128,0,0,0,0.00137,0.005,0.02336,0.03237,0.00548,0,0.01589,0.05849,0.00048,0,0.00039,0.00218,0,0.00219,0,0,0.00962,0.01933,0.00978,0.17315,0.16582,0.00264,0.00439,0,0.02786,0.09302,0.09302
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_constellatus",0.00249,0,0,0,0,0,0,0,0,0,0,0.00891,0.00082,0,0,0.00455,0,0.00286,0.04284,0,0,0.00125,0,0,0,0,0,2.47185,0,0.09088,0.0041,0.00198,0,0,0.00457,0.03916,0,0,0.21437,0,0.00538,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_cristatus",0,0,0,0,0.00187,0,0.00306,0.01592,0.00522,0,0,0.01029,0,0,0,0,0,0,0,0,0,0,0.00669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00342,0.00191
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_dysgalactiae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14025,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_gallolyticus",0,0,0,0,0,0,0,0,0,0,0,0,0.00381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01845,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_gordonii",0,0,0,0,0.00562,0,0.22283,0.01521,0.00148,0,0,0.01053,0.03951,0,0.00218,0.00105,0,0.00058,0.0078,0,0,0,0.07358,0.01271,0,0,0.01075,0,0,0.01871,0.02381,0,0.01346,0.00377,0.06683,0.00542,0,0,0.01042,0,0.00082,0.00856
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_infantarius",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_infantis",0,0,0,0,0,0,0.00899,0.07553,0,0,0,0,0,0,0,0,0.00013,0.00015,0.00147,0,0,0,0.00048,0,0,0,0,0,0,0,0,0,0.00023,0,0.00191,0.00273,0,0,0,0,0.00064,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_intermedius",0,0,0,0,6e-04,0,0,0,0,0,0,0.00288,0,0,0,0,0.00018,0,0,0,2e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00467,0,0,0.00172,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_massiliensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mitis",0,0.00176,0.00125,0.00136,0.00536,0.00465,0.04348,0.15108,0.00277,0,0,0.01602,0,0,0.00372,0.00374,0,0.0079,0.00454,0,0,0,0.0366,0.00239,0,0,0.01382,0,0.00114,0,0,0.00429,0.00549,0.0038,0.02153,0.02223,0,0,0,0,0.11251,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mutans",0,0,0,0,0,0,0.29315,0.03441,0,0,0,0,0.07015,0,0,0.01389,0,0.00793,0.00097,0,0,0.00437,0,0,0,0,0,0,0,0.00535,0.0031,0,0.00904,0.00383,0.00438,0,0,0,0.11474,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_oralis",0.00298,0,0,0.02104,0,0,0.04985,0.03426,0.00245,0,0.00511,0.01578,0.00546,0,0.02142,0,0.00113,0.01204,0.01255,0.00407,0,0,0.01103,0.00574,0,0.00541,0.00265,0.01519,0.00228,0.00406,0.00659,0.00437,0.00323,0,0.01058,0.0031,0,0,0.00909,0,0.00927,0.02936
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_parasanguinis",0,0.00392,0.04428,0.01339,0.01278,0.03364,4.39408,2.73222,0.05434,0,0.00021,0.07064,0.06005,0,0.00863,0.13604,0,0.13153,0.91917,0,0.00755,0.01232,0.03475,0.05726,0,0,0.01167,0,0.0031,0.11639,0.08008,0.09711,0.22725,0.00891,0.09846,1.21912,0.00722,0.00258,0.2786,0.00238,0.1346,0.03197
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_rubneri",0,0,0,0,0,0,0,0,0,0,0,0.00425,0,0,0,0,0,0,0,0.00066,0,0,0.23406,0,0,0,0.01737,0,0,0,0,0,0,0.00728,0.1876,0,0,0,0,0.00482,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_salivarius",0,0.04153,0.63153,0.0546,0.1297,0.21057,13.75608,10.51597,0.73193,0,0,0.6247,0.31396,0.00136,0,0.72483,0.01608,0.84388,3.61373,0.04458,0.08212,0.02184,0.18501,0.05535,0,0.04312,0.07863,0,0.00081,0.35399,0.22155,0.41811,1.06608,0.2147,0.60795,0.22871,0.03965,0.02199,1.76573,0.00047,0.31326,0.09409
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sanguinis",0,0,0.01953,0,0,0,0.07531,0.01455,0.00892,0,0,0.06657,0.00126,0,0,0.00751,0.01847,0.02129,0.02184,0.0074,0,0,0.00212,0,0.00261,0.00127,0,0,0.00293,0,0,0.0036,0.0026,0,0.0141,0.00825,0,0,0.00606,0,0.02148,0.07397
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sinensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0034,0,0,0.00022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sobrinus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15804,0.02272,0,0.0161,0,0,0,0,0,0.2684,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp_F0442",0,0.00032,0,0,0.00457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01486,0.00258,0.00939,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_thermophilus",0.00032,0.00373,0,0.04477,0,0,0,0,0,0,0,0,0.02094,0.81916,0,0,0,0,0.27051,0.0246,0,0,8.98298,0,0,0.16667,0,0,0,0,0,0.11155,1.25142,0,0,0,0,0,0.00519,0.0806,0.1348,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_vestibularis",0,0,0.01816,0.00221,0.00366,0.00556,1.01627,1.92183,0.04355,0.00638,0,0.06212,0,0.001,0,0.00122,0,0.00922,0.00232,0,0.00365,0.09324,0.01761,0,0.00076,0.0339,0.00234,0,0,0.02381,0,0,0.0863,0.03757,0.00122,0.07914,0.0011,0,0.24788,0,0.02291,0.0309
"k__Bacteria|p__Firmicutes|c__CFGB1011|o__OFGB1011|f__FGB1011|g__GGB2652|s__GGB2652_SGB3573",0.05233,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00756,0,0,0,0,0,0,0.0085,0,0
"k__Bacteria|p__Firmicutes|c__CFGB1011|o__OFGB1011|f__FGB1011|g__GGB2653|s__GGB2653_SGB3574",0,0,0,0.00803,0,0.00305,0,0,0,0,0.00627,0,0.00257,0.00282,0,0.01208,0.00114,0.00012,0,0.00851,0,0.00195,0,0.00038,0.02566,0,0,0,0.01134,0.07429,0.02532,0,0,0,0,0,0,0.0444,0.01219,0,0,0.00311
"k__Bacteria|p__Firmicutes|c__CFGB1012|o__OFGB1012|f__FGB1012|g__GGB2657|s__GGB2657_SGB3578",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072,0.08602,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB10309|o__OFGB10309|f__FGB10309|g__GGB4676|s__GGB4676_SGB6465",0,0,0,0,0,0,0,0,0,0,0.22494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
