"clade_name","Sample_10","Sample_11","Sample_12","Sample_13","Sample_14","Sample_15","Sample_16","Sample_17","Sample_18","Sample_19","Sample_2","Sample_20","Sample_21","Sample_22","Sample_23","Sample_24","Sample_25","Sample_26","Sample_27","Sample_28","Sample_29","Sample_3","Sample_31","Sample_32","Sample_33","Sample_34","Sample_35","Sample_36","Sample_37","Sample_38","Sample_39","Sample_4","Sample_40","Sample_41","Sample_42","Sample_43","Sample_44","Sample_45","Sample_5","Sample_7","Sample_8","Sample_9"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Youxingia|s__Youxingia_wuxianensis",0,0,0,0.0026,0,0,0,0,0,0,0,0,0,0,0.00801,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00209,0,0,0,0,0,0,0,0,0,0,0.00043,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Criibacterium|s__Criibacterium_bergeronii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07242,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__GGB4456|s__GGB4456_SGB6141",0,0.00674,0,0.01289,0,0.02823,0,0,0,0,0.00522,0,0,0,0,0.07583,0.00181,0,0,0.00044,0,0,0,0,0,0,0,0,0.08567,0.12908,0.01087,0,0.03578,0.00737,0,0,0,0.18819,0.67067,0,0.28168,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Intestinibacter|s__Intestinibacter_bartlettii",0.41753,0,0,0.02328,0,0,0,0,0.3135,0.06318,0.10463,0,0.06501,0.09017,0,0.00705,0.05697,0.05896,0,0.30379,0,0,0.02168,0.018,0,0,0.0394,0,0.06394,1.02203,0.0548,0.02743,0,0.27028,0.04376,0,0.89196,0.54207,0.69107,0,0.00746,0.00418
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Paeniclostridium|s__Paeniclostridium_sordellii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00036,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Peptostreptococcus|s__Peptostreptococcus_anaerobius",0,0,0,0,0,0,0.21872,0,0,0,0,0,0,0,0,0,0.01421,0,6e-05,0,0,0,0,0,0.02973,0,0,0,0.11628,0,0,0,0.00297,0,0,0,0,0,0.14313,0,0,0.10199
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Peptostreptococcus|s__Peptostreptococcus_SGB749",0.00053,0,0,0,0,0,0,0.00276,0,0,0,0.00047,0,0,0,0,0,0,0,0,0,0,0.00188,0,0,0,0,0,0.00033,0,0,0,0,0,0,0.01397,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Peptostreptococcus|s__Peptostreptococcus_stomatis",0,0.00786,0,0.05874,0,0.00483,0,0,0.20079,2.66241,0.50418,0,0.2215,0.05814,0,0.11028,1.80082,0,0.0625,0.68134,0,0.06324,0.02058,0,0.02738,0.01271,0.00061,19.26417,0.23739,0.36443,0.00879,0,0.56992,0,0.00511,0.01882,0.22184,0.17219,0.43637,0,0.18023,0.00086
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Romboutsia|s__Romboutsia_ilealis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00096,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Romboutsia|s__Romboutsia_timonensis",0.12808,0.19074,1.12548,0.5464,0.26721,0.04405,0.00178,0.39293,0.2283,0.09063,0.38874,0.05235,0.15725,0.15503,0.30514,0.39209,0.46793,0.18509,0.26246,1.23452,0.10738,0.40127,2.48481,0.09121,0.16088,1.01839,0.21277,0,1.06939,0.6636,0.09311,0.02718,0.82396,0.3994,0.5391,0.00745,0.2485,0.60373,0.44089,0.52786,0.95741,0.32425
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Terrisporobacter|s__Terrisporobacter_glycolicus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00025
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Yeguiaceae|g__Yeguia|s__Yeguia_hominis",0.02536,0,0,0.00187,0,0,0,0,0,0,0,0,0,0,0.00281,0.00039,0,0,0,0,0,0,0,0,0,0,0,0,0.00237,0.0034,0.00087,0,0,0,0,0,0,0,0,0.01307,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Coprobacillaceae|g__Catenibacterium|s__Catenibacterium_mitsuokai",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65652,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Coprobacillaceae|g__Catenibacterium|s__Catenibacterium_tridentinum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.58841,4.16992,0,3.99861,0,0,0,0,0,0,0,0,0,0,1.25742,0,0,0,0.39474,0,0,0,0,0,0,0,4.66624,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Coprobacillaceae|g__Coprobacillus|s__Coprobacillus_cateniformis",0,0.00668,0,0,0,0,0.00179,0,0,0.58495,0,0,0.03152,0,0.02259,0,0.0657,0,0.02477,0.00618,0.02496,0,0,0,0.00986,0,0,0,0,0.00666,0,0.00105,0.09372,0,0,0,0.00724,0.03199,0.00319,0,0,0.23514
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Coprobacillaceae|g__Coprobacillus|s__Coprobacillus_sp_AF33_1AC",0,0,0,0.00102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Amedibacillus|s__Amedibacillus_dolichus",0,0,0.02332,0,0,0,0,0,0.04626,0,0,0.09655,0,0.0021,0,0,0,0,0,0,0,0,0.00287,0.11855,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00627,0,0,0,0.00957
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Amedibacterium|s__Amedibacterium_intestinale",0,0,0,0,0,0,0,0,0.14478,0,0,0.03788,0,0,0,0,0,0,0,0,0,0,0,0.28133,0,0,0,0,0,0,0,0,0,0,0,0.35183,0.00774,0.01051,0,0,0,0.33373
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Bulleidia|s__Bulleidia_extructa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00017,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Dielma|s__Dielma_fastidiosa",0,0,0,0,0,0,0.01206,0.02018,0,0,0,0,0,0,0.00244,0,0,0,0,0,0,0.00062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Clostridium_innocuum",0,0.00844,0.0029,0.00529,0.01472,0,0.00396,0.00986,0.00319,0.11229,0.00138,0,1.09847,0.06667,0.00181,0.01353,0.03602,0.00196,0.03414,0.04199,0.17725,0.02994,0.05277,0.05134,0.00203,0.06512,0.04841,0,0.03072,0.04172,2e-04,0.01529,0.00112,0.03408,0.04009,0.78647,0.06058,0.04761,0.1136,0.00237,0,0.01839
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Clostridium_saccharogumia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08203,0,0.03471,0,0.00557,0,0,0,0.0097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Clostridium_spiroforme",0,0,0,0,0,0,0,0,0,0,0,0,0.02312,0,0,0,0,0,0,0,0,0,0.06869,0.04551,0.00013,0.00349,0.02656,0,0,0,0,0,0,0,0,0.17819,0.01461,0,0.21454,0,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Erysipelatoclostridium_ramosum",0,0,0.00086,0,0,0,0,0,0,1.17009,0.00401,0,0,0.00022,0.0243,0,0.00186,0,0.05913,0,0.81979,0.04442,0.00755,0.04876,0,0,0,0.01297,0.02643,0.02852,0,0.02652,0,0.005,0.00815,0.23657,0.00555,0.00364,0.14059,0.00278,0,0.38796
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Erysipelatoclostridium_SGB66626",0,0,0,0,0,0,0,0,0.01575,0,0,0.00223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Erysipelatoclostridium_sp_An15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_unclassified|s__Erysipelotrichaceae_bacterium_7770_A6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86576,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalibacillus|s__Faecalibacillus_faecis",0.10001,0,0,0.10439,0,0.34374,0,0,0,0.00226,0,0,0,0.88499,0,0,0,0,0,0,0,0,1.06498,0,0.03158,0.03899,5.02805,0,0,0,0,0,0,0,0,0,2.38335,4.8328,0,0.4209,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalibacillus|s__Faecalibacillus_intestinalis",1.35292,1.88411,1.51833,0.79655,0.99467,0.92929,0.20277,1.29622,1.81202,0,0.33616,2.63144,0.00222,0.29534,0.36034,0.05387,0.39596,0.25584,0,1.58831,0,0.30215,2.16289,0.87697,1.49287,5.23879,11.65818,0,0.07939,2.17447,0.83603,3.46788,0.17881,3.08208,2.13805,1.23465,0.87083,0.13878,0,0.36667,0.00678,2.75014
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalicoccus|s__Faecalicoccus_pleomorphus",0,0.01402,0,0.07144,0.00241,0.02046,0,0,0,0.01675,0.35965,0,0,4.50385,0,0,0,0,0,0,0,0.0437,0,0,0.01846,0.01864,0,0,0,0.57863,0.04209,0,0,0,0,0,0,0,0.41325,0,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalitalea|s__Faecalitalea_cylindroides",0,0,0,0,0,0,0,0,0.00035,0,0.08267,0,0,0,0,0,0,0,0,0,0,0.01108,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94303,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__GGB31183|s__GGB31183_SGB44477",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00084,0,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__GGB4888|s__GGB4888_SGB6837",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemanella|s__Holdemanella_biformis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46172,0.54904,0,0.22259,0,0,0,0,0,0,0,0,0,0,0,3.52999,3.80239,0,1.14818,0,0,3.39481,0,0,0,0,0.84735,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemanella|s__Holdemanella_porci",0,0,0,0,0,0,0,0,1.62238,0,0,2.70901,0,0,3.13185,0.33621,0,0.56966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.77272,0,0,18.92184,0,0,0,0,5.82055,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis",0.02761,0.03471,0,0.00733,0.03119,0.0016,0.00141,0.00777,0.02053,0.01925,0.00145,0,0,0.08688,0.03682,0,0.02914,0,0,0.0215,0,0.00317,0,0.1923,0.03137,0.0293,0,0,0.05885,0.00297,0.03399,0,0,0.09281,0.09736,0.07631,0,0,0,0.0213,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_massiliensis",0,0.00465,0,0.00177,0.00589,0.00045,0.03101,0.03158,0,0.01114,0,0,0.01729,0.01233,0,0.04143,0,0.05669,0.1251,0,0.21922,0,0,0,0,0,0,0,0,0.02231,0.02125,0,0.01209,0,0,0.00052,0.00042,0.06007,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_sp_1001095H_141210_F2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20537,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Longicatena|s__Longicatena_caecimuris",0,0.02357,0,0,0.0221,0,0,0,0,0,0,0,0,0,0,0,0.05812,0,0,0.0031,0,0,0,0,0.0888,0,0,0,0,0,0,0,0,0,0,0.14793,0,0.02899,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Massilicoli|s__Massilicoli_timonensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00047,0,0,0,0,0,0.0577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Massilimicrobiota|s__Massilimicrobiota_timonensis",0,0.00177,0.00466,0,0,0,0,0,0,0,0.09247,0,0.00529,0.03849,0,0,0.0215,0,0,0.05074,0,0.15901,0,0.02452,0,0,0.00449,0,0,0,0,0.00469,0,0.00623,0,0.00603,0,0.022,0.10344,0,0,0.04242
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium|s__Solobacterium_moorei",0,0.00885,0,0,0,0,0,0,0,0.90221,0.01627,0,0.15276,0.00218,0,0.01344,0.08695,0,0.03088,0,0,0.02229,0,0,0,0,0,1.78499,0,0.00711,0.00248,0,0.26751,0,0,0.0495,0,0,0.1145,0,0,0.00315
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium|s__Solobacterium_SGB6828",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00425,0,0,0,0,0,0,0,0,0.00272,0,0,0,0,0,0.0257,0.00906,0,0.00266,0,0,0,0,0,0.00682,0,0.0042,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium|s__Solobacterium_SGB6829",0,0,0.00079,0,0.00043,0,0,0.00056,0.00031,0,0,0.01263,0.00277,0,0.00305,0,0,0.00076,0.00084,0,0.00486,0,0.00352,0.00373,0,0,0,0,0.01814,0.00498,0.00305,0.00132,0.00155,0,0,0.01643,0,0,0.00227,0,0.00166,0.00171
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium|s__Solobacterium_SGB6833",0,0,0,0,0,0,0,0,0,0,0.00046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00461,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium|s__Solobacterium_SGB6834",0,0,0,0,0,0,0,0,0,0,0,0.00541,0,0,0,0,0,0,0,0,0,0,0.01769,0,0,0,0.00247,0,0,0,0,0,0,0,0,0.01006,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae|g__Turicibacter|s__Turicibacter_bilis",0,0.12265,0,0.00723,0.11206,0,0,0,0,0,0,0,0,0,0,0.00033,0.04815,0,0,0.02406,0,0,0,0.00047,0,0.00973,0,0,0.0013,0.0059,0,0.00651,0,0.00609,0,0,0,1.58846,0.07802,0,0.06762,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae|g__Turicibacter|s__Turicibacter_sanguinis",0,0,0,0,0,0,0,0,0,0,0.04082,0,0,0.00705,0,0.00722,0,0,0,0,0,0,0,0.10503,0,0,0,0,0.00375,0.19654,0.00079,0,0,0,0,0,0,0,0.00417,0,0.01363,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae|g__Turicibacter|s__Turicibacter_SGB106351",0.00822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae|g__Turicibacter|s__Turicibacter_sp_TJ11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00807,0,0,0,0,0,0,0,0,0.0014,0
"k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29812,0.26693,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__GGB9509|s__GGB9509_SGB14906",0,0,0,0,0,0,0,0,0,0.00797,0,0,0,0.04332,0,0,0.17679,0,0,0.04076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26219,0,0,0
"k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__GGB9511|s__GGB9511_SGB14908",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__GGB9512|s__GGB9512_SGB14909",0,0,0,0,0,0,0,0,0,0,0,0,2.9627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78137,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Negativibacillus|s__Negativibacillus_massiliensis",0,0,0,0.08802,0.00693,0.00933,0,0,0.00506,0.3592,0.032,0,0.25849,0.38962,0,0,0.20007,0,0,0.05938,0,0.00484,0,0,0.02716,0.0156,0,0,0,0.04152,0.03767,0.05696,0.03092,0,0,0,0,0.00223,0,0,0.03088,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_fermentans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00182,0.03668,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_massiliensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_faecium",0.68695,0.06936,0,0.01452,0.04315,0.04073,0.9889,1.05625,0.00444,0.66913,0,0,1.73114,0.63758,0,0,0.01252,0.0156,0.01501,0.04343,0.60464,0,0,0,0,0,0,0,0.03588,0,0,0,0.1061,0,0,0,0.24603,1.95079,0,0.00298,0.01308,0.02073
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_succinatutens",0,0,0,0,0,0,0,0,0.75002,0,0,0.00325,0,0,0.50526,0,0.10325,0,0,0.04551,0,0,0,0,0,0,0,0.00035,0,0.04087,0.36402,0,0,0.0596,0.17892,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Megamonas|s__Megamonas_funiformis",0,0,0.0043,0.31999,0,0.06214,0,0.0052,8.96455,0.01588,0,27.32246,0,0.14486,1.32141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85294,1.22161,0,9.65945,0.3255,0.04953,0.0123,0,0,0,0,8.32841,0.00696
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Mitsuokella|s__Mitsuokella_jalaludinii",0,0,0,0.01886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01197,0.00094,0,0,0,0,0,0.00889,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Mitsuokella|s__Mitsuokella_multacida",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00086,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Selenomonas|s__Selenomonas_SGB69112",0,0,0,0,0,0,0,0,0,0,0,0,0.16678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00469,0,0,0,0.01228,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Allisonella|s__Allisonella_histaminiformans",0,0,0,0.03057,0,0.027,0,0,0.11697,0,0,0,0,0,0.04439,0,0,0,0,0,0,0,0,0,0.12154,0,0,0,0,0.01874,0.03539,0,0.03144,0,0,0.00288,0.00353,0.00752,0,0,0.03144,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_hominis",4.74653,0,0,0,0.00157,0.0021,0,0,0,0,0,0,0,0,0,0,1.29792,0,0,0.99733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.19674,1.11048,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_invisus",0,0,0,0,0,0,0,0,0,0,1.42484,0,0.01086,0.03257,0,0,0,0,0,0,0,1.94238,0.74594,0,1.61957,0.0799,0.11488,0,0,0,0,4.46991,0.00049,0,0,0,0,0,2.87942,0,1.33524,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_micraerophilus",0,0,0,0,0,0,0.00018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_pneumosintes",0,0,0,0,0,0,0,0,0,0,0.00355,0,0.03994,0,0,0.00252,0.02418,0,0,0.01473,0,0,0,0,0,0,0,1.29504,0.01868,9e-04,0,0,0.06825,0,0,0,0,0,0.09776,0,0.02474,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_succinatiphilus",0,0,0,3.9304,0,2.33872,0,0,0,0,0,0,0,0,0,5.56947,0,7.7242,0,0,0,0,0,0,0,0,0,0,1.83077,0,0,0,0,0,0,5.51535,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__GGB4266|s__GGB4266_SGB5809",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__GGB4277|s__GGB4277_SGB5832",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_elsdenii",0,0,0,0.10037,0,0.00878,0,0,0,0,0,0,0,0,0.0868,0,0,0,0,0,0,0,0,0,0.10755,0.00163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
