"clade_name","Sample_10","Sample_11","Sample_12","Sample_13","Sample_14","Sample_15","Sample_16","Sample_17","Sample_18","Sample_19","Sample_2","Sample_20","Sample_21","Sample_22","Sample_23","Sample_24","Sample_25","Sample_26","Sample_27","Sample_28","Sample_29","Sample_3","Sample_31","Sample_32","Sample_33","Sample_34","Sample_35","Sample_36","Sample_37","Sample_38","Sample_39","Sample_4","Sample_40","Sample_41","Sample_42","Sample_43","Sample_44","Sample_45","Sample_5","Sample_7","Sample_8","Sample_9"
"k__Bacteria|p__Firmicutes|c__CFGB4559|o__OFGB4559|f__FGB4559",0.09996,0,0,0.01828,0,0.04627,0,0,0,0,0,0,0,0,0.03403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00301,0,0,0.00316,0,0,0.04269,0,0,0.08556,0.07032,0,0
"k__Bacteria|p__Firmicutes|c__CFGB45628|o__OFGB45628|f__FGB45628",0.00184,0,0,9e-05,0,0,0,0,0,0.00295,0.00797,0,0.00424,0.01401,0.00212,0,0.00751,0,0,0.01064,0,0.00315,0,0,0,0,0,0,0.00666,0.0054,0.0024,0.00713,0,0,0,0,0,0.01407,0,0.00341,0,0
"k__Bacteria|p__Firmicutes|c__CFGB4605|o__OFGB4605|f__FGB4605",0,0,0,0.00512,0,0.00198,0,0,0,0,0.00303,0,0,0,0,0.01444,0,0,0,0.00382,0,0,0,0,0,0,0,0,0.00112,0.03548,0.02625,0,0,0,0,0,0,0,0,0.02382,0,0
"k__Bacteria|p__Firmicutes|c__CFGB4623|o__OFGB4623|f__FGB4623",0.00439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB4648|o__OFGB4648|f__FGB4648",1.77218,0,0,0.10686,0,0,0,0,0,0,0.34035,0,0,0,0.06118,0,0,0,0,0,0,0.01845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB4806|o__OFGB4806|f__FGB4806",2.17239,0,0,1.31921,0,0.0935,0,0,1.1648,0,3.15519,0.00475,0,0,0.04664,6.75324,0.78244,0.33928,0,4.6145,0,0.01371,0,0,0,0,0,0,0.4461,0.0382,0.0943,0,0.001,0,0,0.00163,0,0,0,4.2478,0,0.01105
"k__Bacteria|p__Firmicutes|c__CFGB52309|o__OFGB52309|f__FGB52309",0.06349,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02852,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04049,0,0,0,0,0,0,0,0,0,0,0.03534,0,0
"k__Bacteria|p__Firmicutes|c__CFGB58251|o__OFGB58251|f__FGB58251",0.23544,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15392,0,0
"k__Bacteria|p__Firmicutes|c__CFGB58291|o__OFGB58291|f__FGB58291",0.00475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02583,0,0
"k__Bacteria|p__Firmicutes|c__CFGB72899|o__OFGB72899|f__FGB72899",0,0,0,0,0,0,0,0,0,0,1.57874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB72924|o__OFGB72924|f__FGB72924",0,0,0,0,0,0,0,0,0,0,0.0195,0,0,0,0,0,0,0,0,0,0,0,0.00103,0,0,0,0.05645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB72939|o__OFGB72939|f__FGB72939",0,0,0,0,0,0,0,0,0.00347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB73223|o__OFGB73223|f__FGB73223",0.0019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02546,0,0
"k__Bacteria|p__Firmicutes|c__CFGB73902|o__OFGB73902|f__FGB73902",0,0,0,0,0,0.45801,0,0,0,0,0.17404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00457,0
"k__Bacteria|p__Firmicutes|c__CFGB74971|o__OFGB74971|f__FGB74971",0,0,0,0,0,0,0,0,0,0,1.20624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB75721|o__OFGB75721|f__FGB75721",0,0,0,0.02224,0,0.00448,0,0,0,0,0,0,0,0,0,0,0.01468,0,0,0.0178,0,0,0,0,0.02047,0.02088,0,0,0,0,0,0,0,0,0,0,0,0.00535,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB77202|o__OFGB77202|f__FGB77202",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01433,0.00066,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB77241|o__OFGB77241|f__FGB77241",0,0,0,0,0,0,0,0,0,0,0.00149,0,0,0,0,0,0,0,0,0,0,0.00336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB77566|o__OFGB77566|f__FGB77566",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00345,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB78183|o__OFGB78183|f__FGB78183",0,0,0,0,0,0,0,0,0,0,3e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB78291|o__OFGB78291|f__FGB78291",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB78645|o__OFGB78645|f__FGB78645",0.00178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB79237|o__OFGB79237|f__FGB79237",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00081,0,0,0.00085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB79245|o__OFGB79245|f__FGB79245",0,0.02986,0,0.00076,0,0,0,0,0,4e-05,0,0,0,0.02141,0,0,0,0,0,0.00686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB79291|o__OFGB79291|f__FGB79291",0.01421,0,0,0.02253,0,0.02522,0,0,0,0,0,0,0.02024,0,0.0463,0.01437,0,0.00662,0,0,0,0,0,0,0,0,0,0,0.05307,0.00934,0.0109,0,0,0,0,0.11262,0,0,0,0.00863,0.00447,0
"k__Bacteria|p__Firmicutes|c__CFGB79294|o__OFGB79294|f__FGB79294",0.00258,0,0,0.11128,0,0.00393,0,0,0,0,0,0,0,0,0.04838,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17181,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB79363|o__OFGB79363|f__FGB79363",0.12503,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03981,0,0
"k__Bacteria|p__Firmicutes|c__CFGB82363|o__OFGB82363|f__FGB82363",0,0,0,0,0,0,0,0,0,0,0.00622,0,0.00067,0,0,0,0.00084,0,0,0.00565,0,0.02311,0,0,0,0.00565,0,0,0.00765,0,0,0,0,0,0,0.005,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB83839|o__OFGB83839|f__FGB83839",0,0,0,0.01196,0,0.03284,0,0,0,0,0.03599,0,0,0,0,0,0,0,0,0,0,0.01507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB9119|o__OFGB9119|f__FGB9119",0.45572,0,0,0.17218,0,0.02083,0,0,0,0,0.13569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.02895,0,1.02137,0,0,0,0,0,0,0,0,0,0,0.24797,0,0
"k__Bacteria|p__Firmicutes|c__CFGB9120|o__OFGB9120|f__FGB9120",0,0,0,0.60509,0,2.04879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15868,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB9238|o__OFGB9238|f__FGB9238",0.03144,0,0,4e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02772,0,0,0,0,0,0,0,0,0,0,0.01801,0,0
"k__Bacteria|p__Firmicutes|c__CFGB9272|o__OFGB9272|f__FGB9272",0.00246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01201,0,0
"k__Bacteria|p__Firmicutes|c__CFGB9491|o__OFGB9491|f__FGB9491",0,0,0,0,0.00051,0,0,0,0,0,0,0,0.00692,0.01261,0.00387,0.00615,0.00013,0.00116,0,0,0,0,0,0,0.01037,0.00289,0,0,0,0.0057,0.00658,0,0,0.00433,0.00297,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB9583|o__OFGB9583|f__FGB9583",0,0,0,0.03159,0,0.07592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74555,0,0,0,0.07656,0,0,0,0,0,0,0.30506,1.61806,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB9714|o__OFGB9714|f__FGB9714",0.0029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01141,0,0
"k__Bacteria|p__Firmicutes|c__CFGB9718|o__OFGB9718|f__FGB9718",0,0,0,0,0,0,0,0,0,0,0.00269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB9828|o__OFGB9828|f__FGB9828",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB9977|o__OFGB9977|f__FGB9977",0,0,0,0,0,0.00701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB9989|o__OFGB9989|f__FGB9989",0.41612,0,0,0.25253,0,0.02001,0,0,0,0,0.25931,0,0,0,0.33408,0,0,0,0,0,0,0.06807,0,0,0,0,0,0,0.81583,0.05574,0.12109,0,0.00712,0,0,0,0,0,0,0.2393,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified",0,0,0.00399,0,0.00089,0,0.02775,0.00361,0.01867,0,0.02801,0,0.03819,0.01994,0.00188,0.00894,0.00718,0.0026,0.21559,0.00212,0.08889,0.09833,0.00411,0.10918,0.00969,0.00701,0.02656,0,0.0026,0.24389,0.1072,0.01927,0.00048,0.14159,0.06733,0.01588,0.02965,0.06117,0.04504,0.00021,0,0.04076
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Bianqueaceae",0,0,0,0,0,0,0,0,0,0,0.00403,0,0,0,0,0,0,0,0,0,0,0.00147,0,0,0.00357,0.01081,0,0,0.00331,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae",0.07876,0.00829,0,0.02555,0.00227,0.00217,0,0,0,0.01759,0.07501,0,0.17763,0.1484,0.00839,0,0.06754,0,0.00789,0.11591,0.00179,0.07087,0.00058,0,0.01207,0.10185,0.01407,0,0.08443,0.28991,0.09424,0,0,0.02109,0,5e-04,0.00024,0.04285,0,0.018,0,0.00121
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae",1.42768,0.86752,1.36089,2.57269,2.73291,10.28826,0.81816,3.69574,0.9584,11.60416,0.87736,0.22194,7.45276,1.97607,2.20027,6.17155,0.13929,4.71877,5.16638,0.89139,3.91145,0.83496,7.07132,1.28889,1.16596,0.54193,1.23514,0.01257,3.10986,1.73711,0.71881,1.72931,2.22632,0.91259,2.54305,3.32483,1.56081,2.47096,5.38415,1.81466,0.79561,0.65553
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae",1.42428,2.34142,0.37287,2.69198,1.79563,3.54436,0.62135,0.55812,0.37192,0.29538,1.61742,0.03974,0.43847,1.1552,0.45638,0.84627,0.47457,0.12941,0.93604,0.5251,1.49613,1.28541,2.675,0.13892,0.40817,0.55171,5.03491,0,1.19768,0.30155,0.25606,5.41447,0.89007,0.46343,0.98625,0.06652,4.02196,1.74485,4.86723,0.57504,0.20938,0.09794
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis",0.11494,0.12204,0.05174,0.19429,0.06079,0.12089,0.05791,0.0144,0.04563,0.13898,0.34362,0.14213,0.46542,0.54544,0.62865,0.04962,0.72046,0.02633,0.01232,0.92024,0.03845,0.68188,0.09985,0.09606,0.35347,1.1312,0.01526,0.04819,0.98472,1.08545,0.37648,0.17975,0.19234,0.43261,0.2811,2.7074,0.28507,0.59317,0.00317,0.07807,0.16104,0.30618
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_incertae_sedis",0.48774,0,2.50722,1.08664,0.00019,1.4654,0.02359,0.03288,0.10462,0.00789,2.67375,0.06589,0.10592,0.51962,0.27866,0.30488,1.13769,0.10992,0.43139,0.30067,0.38429,5.14892,0,0,0.99044,0.80642,0,0,0.24175,0,0,0,0.15392,0,0,0.28459,1.23351,1.85362,0,1.48891,0.22563,9.82305
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified",1.82727,1.28745,0.71338,3.04748,0.79445,3.10272,1.03139,2.71374,1.7532,0.57205,1.77063,0.23215,0.76863,3.47997,2.78958,4.56606,2.80871,2.2937,2.81532,1.37575,0.78173,1.39607,5.01157,0.66989,1.67522,0.72379,0.85678,0,4.56064,1.83668,3.80154,0.02253,2.87004,0.26822,1.40934,5.3029,0.54169,0.5765,0.66904,2.16671,1.39255,0.7947
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Feifaniaceae",0.00271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7e-05,0.00139,0.00065,0,0,0,0,0,0,0,0,0.00038,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae",17.5771,43.76154,43.08294,30.32353,43.54427,38.32083,24.4997,29.64209,46.06066,3.16717,33.77707,20.73243,11.92023,22.1372,34.06204,35.95985,23.83966,41.19916,59.5531,10.68975,84.38556,57.3695,36.38318,27.1539,38.39968,54.51747,37.80319,0.13321,18.82958,22.46634,39.50851,48.34766,34.2846,34.27753,56.06138,28.65844,44.16912,30.96258,29.11179,24.98733,14.94318,57.29473
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae",17.92263,14.94792,2.38674,27.51824,19.2945,23.28417,20.85281,15.78468,4.86778,4.48059,9.63483,0.371,10.29279,10.05466,20.76987,15.19257,15.8462,27.08756,8.02971,5.54765,3.12594,13.97282,26.41918,12.03029,27.17318,7.66024,24.74869,0.00243,24.61025,9.84433,11.18301,21.48355,11.51406,15.23342,19.63372,8.26072,16.08578,23.44855,30.40418,20.07966,14.15403,2.33696
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae",0.54614,0.20534,1.12548,0.64131,0.26721,0.07711,0.2205,0.39569,0.74259,2.81622,1.00277,0.05282,0.44376,0.30334,0.30514,0.58524,2.34174,0.24405,0.32502,2.22009,0.10738,0.46451,2.52895,0.10921,0.21799,1.0311,0.25279,19.26417,1.57299,2.18046,0.16756,0.05461,1.50504,0.67705,0.58797,0.04024,1.3623,1.50618,2.38213,0.52786,1.42679,0.43152
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Yeguiaceae",0.02536,0,0,0.00187,0,0,0,0,0,0,0,0,0,0,0.00281,0.00039,0,0,0,0,0,0,0,0,0,0,0,0,0.00237,0.0034,0.00087,0,0,0,0,0,0,0,0,0.01307,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Coprobacillaceae",0,0.00668,0,0.00102,0,0,0.00179,0,0,0.58495,0,0,0.03152,0,5.611,4.16992,0.0657,3.99861,0.02477,0.00618,0.02496,0,0,0,0.00986,0,0,0,1.25742,0.00666,0,0.00105,1.14498,0,0,0,0.00724,0.03199,0.00319,0,4.66624,0.23514
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae",1.48054,1.98011,1.55088,0.98677,1.07142,1.29555,0.25122,1.36617,3.66557,2.23399,0.89452,5.49514,1.30192,5.89352,4.38104,1.00752,0.62955,1.10749,0.33212,1.76334,1.25585,0.6178,3.38652,1.64574,1.66524,5.39433,16.77786,1.79796,0.21353,6.4164,4.75055,3.51569,9.38463,3.2202,2.28365,26.55971,3.34309,5.15068,1.10985,0.81402,7.62491,3.54707
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae",0.00822,0.12265,0,0.00723,0.11206,0,0,0,0,0,0.04082,0,0,0.00705,0,0.00755,0.04815,0,0,0.04212,0,0,0,0.1055,0,0.00973,0,0,0.00505,0.20245,0.00079,0.01459,0,0.00609,0,0,0,1.58846,0.08219,0,0.08265,0
"k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified",0,0,0,0.08802,0.00693,0.00933,0,0,0.00506,0.36717,0.032,0,3.22119,0.43294,0.15667,0,0.37686,0,0,0.10014,0,0.00484,0,0,0.02716,0.0156,0,0,0.78137,0.04152,0.03767,0.05696,0.03092,0,0,0,0.29812,0.26916,0.26219,0,0.03088,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae",0.68695,0.06936,0,0.01452,0.04315,0.04073,0.9889,1.05625,0.75446,0.66913,0,0.00325,1.73114,0.63758,0.51326,0,0.11578,0.01759,0.01501,0.08894,0.60464,0,0,0,0,0,0,0.00035,0.03588,0.04269,0.4007,0,0.1061,0.0596,0.17892,0,0.24603,1.95079,0,0.00298,0.01308,0.02073
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae",0,0,0.0043,0.33884,0,0.06214,0,0.0052,8.96455,0.01588,0,27.32246,0.16678,0.14486,1.32834,0,0,0,0,0,0,0,0,0.01197,0.00094,0,0,0,0.00469,0.85294,1.23049,0,9.67173,0.3255,0.04953,0.01316,0,0,0,0,8.32841,0.00696
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae",4.75935,0,0.00216,4.10926,0.02936,2.38452,3.76293,1.41275,0.23023,0.00201,1.42839,0.00429,0.16814,0.04359,0.13119,5.70868,1.3221,8.26275,0.20877,1.01206,0.00052,1.94238,0.76404,0.80161,1.84866,0.08153,0.11488,1.29504,1.88122,0.26509,0.08439,4.47125,0.18488,0,0.0015,5.86219,0.3321,0.02171,3.67698,6.20449,2.59153,0
"k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae",0.00141,0.04963,0,0.21535,0.00294,0,0.00017,0.00075,0.07232,5.38458,0.08199,0.00792,0.85488,0.06991,0,0.32161,1.79124,0,0.57541,0.02492,0,0.04668,0.03212,0.00265,0.00177,0,0.00396,26.46849,0.34977,0.7982,0.01264,0,0.7281,0.00475,0.01724,0.04605,0.27283,0.29491,0.27573,0.00146,0.19681,0.37134
"k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellia_unclassified|f__Tissierellia_unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00186,0,0,0,0,0,0.00306,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae",0,0.02217,0,0.01003,0,0,0,0.00187,6.05557,22.19627,0.00085,1.27701,0.11009,0.02175,0,0.00169,0.05209,0,0.01032,0.05555,0,0.00591,0,0.03053,0,0,0,1.22028,0.33749,0.01019,0,0,0.08172,0.09291,0,0,0.00472,0.00287,0.03018,0,0.00495,0
"k__Bacteria|p__Lentisphaerae|c__CFGB2345|o__OFGB2345|f__FGB2345",0,0,0,0,0,0,0,0,0,0.02151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales|f__Victivallaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0031,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00192,0,0,0,0,0,0,0,0,0.0045,0,0,0,0
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae",0.00297,0,0,0.00068,0,0,0,0,0,0.00467,0,0,0,0.00093,0.01658,0,0.01394,0,0,0.0125,0,0,0,0.0201,0,0,0,0,0,0,0.02142,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae",0.00813,0,0,0.00966,0,0.00179,0.42582,0.09434,0.04671,0.0101,0.01255,0.00166,0.44928,0.0138,0.00502,0.06357,0.1515,0.00466,0.00264,0.09449,0.05374,0.03042,0.20145,0,0.02576,0.00693,0.04011,0.12176,0.00989,0,0.05438,0.00033,0.04515,0.02793,0.09074,0.00885,0.00144,0,0.00799,0.1535,0.01752,0
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Chromobacteriaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4e-05,0,0,0,0,0,0,0
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae",0.00149,0,0,0,0,0,0,0.03296,0,0,0,0,0,0,0,0,0,6e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06682,0
"k__Bacteria|p__Proteobacteria|c__CFGB2404|o__OFGB2404|f__FGB2404",0,0,0,0,0,0,0,0,0,0,0,0,0,0.02078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae",0.10939,0.00521,0.01341,0.02193,0.05623,0.00334,0.01491,0.20122,0.06522,0.8052,0.0275,0.07316,0.76938,0.08872,0.13618,0.1346,0.32013,0.04159,0,0.12763,0,0.16665,0,0.56999,0.02564,0.01898,0,0.70697,0.3726,0.19582,0.10732,0,0.03709,0.25761,0.21989,0.58031,0,0.13763,0.00178,0.24455,0.01441,0.29164
"k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae",0,0,0,0,0,0,0,0,0,0.01207,0,0,0.00466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02905,0.0016,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28241,0,0,0,0,0,0,0,0
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae",0.15992,0.12639,0,0.02808,1.36043,0,0.48049,0.32183,4.82047,0.02454,0.00385,37.13203,0.72645,4.61803,0.36019,0.015,0.05006,0,0.00066,0.12144,0.00114,0,0.02076,0.27992,0.00228,0.13116,0,0.86651,0.01464,0.47796,0.01554,0,0.2907,6.71817,1.08891,1.58553,0,0.01388,0.91732,0,5.06356,0.00466
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Hafniaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01336,0,0,0,0,0,0,0
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae",0.01628,0,0,0,0.00623,0,0.05006,0.15621,0,0,0,0,0,0,0,0.07632,0,0.04368,0.00309,0,0,0,0.00636,0.40557,0,0,0,0.8003,0,0,0,0,0,0.00131,0,0,0,0,0,0,0.71909,0
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00025,7.13708,0,0,0,0,0,0,0,0
"k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae",0,0,0,0.02079,0,0,0,0,0,0.19801,0.00287,0,0.00549,0.54499,0.10119,0,0.01062,0,0,0.29521,0,0.00288,0,0,0,0.00682,0,0,0.41243,0,0.00259,0,0.01285,0,0,0.00011,0,0,0,0,0.00022,0.0136
"k__Bacteria|p__Tenericutes|c__CFGB1787|o__OFGB1787|f__FGB1787",0.04887,0,0,0,0,0,0,0,0,0,0.00839,0,0,0,0,0,0,0,0,0,0,0.01274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
