"clade_name","Sample_10","Sample_11","Sample_12","Sample_13","Sample_14","Sample_15","Sample_16","Sample_17","Sample_18","Sample_19","Sample_2","Sample_20","Sample_21","Sample_22","Sample_23","Sample_24","Sample_25","Sample_26","Sample_27","Sample_28","Sample_29","Sample_3","Sample_31","Sample_32","Sample_33","Sample_34","Sample_35","Sample_36","Sample_37","Sample_38","Sample_39","Sample_4","Sample_40","Sample_41","Sample_42","Sample_43","Sample_44","Sample_45","Sample_5","Sample_7","Sample_8","Sample_9"
"k__Bacteria|p__Firmicutes|c__CFGB1260|o__OFGB1260|f__FGB1260|g__GGB3057",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00312,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB1261|o__OFGB1261|f__FGB1261|g__GGB3059",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02062,0,0,0,0,0,0,0,0,0,0,0.00592,0,0,0.00556,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB1262|o__OFGB1262|f__FGB1262|g__GGB3061",0.04355,0,0,0.02602,0,0.00092,0,0,0,0.00199,0.04033,0,0,0.02014,0.01919,0,0.01815,0,0,0.02892,0,0.03446,0,0,0,0,0,0,0.03941,0,0,0,0,0,0,0,0,0,0,0.01891,0,0
"k__Bacteria|p__Firmicutes|c__CFGB1292|o__OFGB1292|f__FGB1292|g__GGB3109",0,0,0.02477,0,0,0,0.02733,0.13813,0.0809,0.08087,0,0.06225,0.11556,0.05161,0.04403,0,0.03817,0,0.09741,0.091,0.09703,0.0425,0.08602,0.03902,0.11638,0.05958,0.04988,0.04046,0.00094,0.07395,0,0.01342,0,0.14433,0.02563,0,0.03322,0.04102,0.00036,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB1298|o__OFGB1298|f__FGB1298|g__GGB3118",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03052,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB1303|o__OFGB1303|f__FGB1303|g__GGB3124",0,0,0,0,0,0,0,0,0,0,0.00307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB1311|o__OFGB1311|f__FGB1311|g__GGB3141",0,0,0,0.01718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB1311|o__OFGB1311|f__FGB1311|g__GGB3142",0,0,0,0.06075,0,0.11868,0,0,0,0.04402,0,0,0,0.03823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB1325|o__OFGB1325|f__FGB1325|g__GGB3175",0,0,0,0.01324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00256,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB1325|o__OFGB1325|f__FGB1325|g__GGB3176",0,0,0,0.19636,0,0.05069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB1333|o__OFGB1333|f__FGB1333|g__GGB3222",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB1347|o__OFGB1347|f__FGB1347|g__GGB3286",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB1347|o__OFGB1347|f__FGB1347|g__GGB3288",0,0,0,0.0201,0,0.02312,0,0,0,0,0.01091,0,0,0,0.03758,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00727,0.00304,0.07009,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB1347|o__OFGB1347|f__FGB1347|g__GGB3289",0,0,0,0.0019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00526,0
"k__Bacteria|p__Firmicutes|c__CFGB13532|o__OFGB13532|f__FGB13532|g__GGB13532",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB1354|o__OFGB1354|f__FGB1354|g__GGB3304",2.45657,0,0,0.18864,0,0.01097,0,0,0,1.1855,0.01708,0,2.15794,3.93198,1.19659,0,2.0742,0,0,0.64105,0,0.0335,0,0,0,0,0,0,3.39256,3.89121,1.19986,0,0,0,0,1.03708,0,0,0,0.13393,0,0
"k__Bacteria|p__Firmicutes|c__CFGB1355|o__OFGB1355|f__FGB1355|g__GGB3306",0,0,0,0,0,0,0,0,0,0,0.13787,0,0,0,0.02491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02235,0,0,0,0,0.09598,0
"k__Bacteria|p__Firmicutes|c__CFGB1359|o__OFGB1359|f__FGB1359|g__GGB3321",0.00867,0,0,0.01826,0,0.03124,0,0,0,0,0.00824,0,0.00719,0,0.07528,0,0.02192,0,0,0.07853,0,0,0,0,0,0,0,0,0.13533,0.03619,0.00642,0,0,0,0,0,0,0,0.01174,0,0.00778,0
"k__Bacteria|p__Firmicutes|c__CFGB1359|o__OFGB1359|f__FGB1359|g__GGB39037",0.14551,0,0,0.00297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04308,0,0
"k__Bacteria|p__Firmicutes|c__CFGB1362|o__OFGB1362|f__FGB1362|g__GGB48159",0,0,0,0,0,0,0.00724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB1374|o__OFGB1374|f__FGB1374|g__GGB3351",0.08087,0,0,0.01489,0,0,0,0,0,0,0,0,0,0,0.00992,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07844,0,0,0,0.01115,0,0,0,0,0,0,0.05486,0,0
"k__Bacteria|p__Firmicutes|c__CFGB1374|o__OFGB1374|f__FGB1374|g__GGB3352",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01814,0.01267,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB1374|o__OFGB1374|f__FGB1374|g__GGB3353",0,0,0,0,0,0,0,0,0,0,0.00203,0,0,0,0,0,0,0,0,0,0,0.00147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB1380|o__OFGB1380|f__FGB1380|g__GGB3363",0,3.28988,0,0.06569,4.88056,0.81204,0,0,0.18371,0,0.30965,0.04454,0,0.00259,0,0,0,0,0,0,0,0.61196,0,0,0.67308,0.23089,0,0,0.36812,0,0,0,0.14011,0.33656,0.09701,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB14224|o__OFGB14224|f__FGB14224|g__GGB38873",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00124,0,0,0,0,0,0,0,0,0,0,0.00286,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB1425|o__OFGB1425|f__FGB1425|g__GGB3491",0,0,0,0.07866,0,0.05024,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00058,0,0,0,0,0,0,0,0,0.14714,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB1473|o__OFGB1473|f__FGB1473|g__GGB3730",0,0,0,0,0,0,0,0,0,0,0.17012,0,0,0,0,0.17961,0,0.09501,0,0,0,0.10478,0,0.3376,0,0,0,0,0.29487,0.04145,0.06052,0,0.24961,0,0,0.2064,0,0,0,0,0.19767,0
"k__Bacteria|p__Firmicutes|c__CFGB1479|o__OFGB1479|f__FGB1479|g__GGB3751",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB14936|o__OFGB14936|f__FGB14936|g__GGB3256",0,3.89401,1.52209,0,5.78718,0,0,0,0,0,0.40166,0,0,0,1.60956,0,0,0,0,0,0,3.30666,0,0,0,0,0,0,1.44719,3.17754,1.93558,0,8.52104,0,0,0.05674,3.72974,3.21145,0,0,0.01187,5.60125
"k__Bacteria|p__Firmicutes|c__CFGB15212|o__OFGB15212|f__FGB15212|g__GGB41458",0.12848,0.19903,0,0.07534,0.12341,0.11089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07062,0,0
"k__Bacteria|p__Firmicutes|c__CFGB1538|o__OFGB1538|f__FGB1538|g__GGB3892",0,0,0,0,0,0,0,0,0,0,0,0,0,0.04314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB16518|o__OFGB16518|f__FGB16518|g__GGB51109",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB16911|o__OFGB16911|f__FGB16911|g__GGB49418",0,0,0,0.0058,0,0,0,0,0,0,0,0,0,0,0.03249,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01161,0,0,0,0.03617,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4549",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01046,0.94004,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4552",0,0,0,0.2575,0,0.11551,0,0,0,0,1.29122,0,0,0.01337,0,0,0,0,0,0,0,0,0,0,0,0,2.52771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4559",0,0,0,1.39356,0,0.10556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62543,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4562",0,0,0,0,0,0,0,0,0,0,0.01479,0,0,0,0,0,0,0,0,0,0,0.00222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4566",0,0,0,0,0,0,0,0,0,0,0.30244,0,0,0,0,0,0,0,0,0,0,0.07293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4567",4.4879,0,0,0,1e-04,0.00057,0,0,0,0,2.96713,0,0,0,0,0,0,0,0,0,0,1.59671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25872,0,0
"k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4569",0,0,0,0.51972,0,0.39332,0,0,0,0,6.46392,0,0,0,4.60669,0,0,0,0,0,0,0.03054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4578",0,0,0,0.17009,0,0.07514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4579",0,0,0,0,0,0,0,0,0,0,0.00481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4583",0,0,0,0,0,0.04781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4585",0,0,0,0.47563,1.32574,0.60773,0,0,0,0,0.29979,0,0.00029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7023,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4586",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,1.5635,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4588",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01467,0.05129,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4596",0,0,0,0.78342,0,2.76065,0,0,0,0,0.02531,0,0,0,0.00395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4599",0,0,0,1.90403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4603",0,0,0,0,0,0,0,0,0,0,0.35996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02064,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4604",0,0,0,0,0,0,0,0,0,0,0.0109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4605",0,0,0,0.07623,0,0.03818,0,0,0,0,0.20011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB87334",0.10394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00169,0,0
"k__Bacteria|p__Firmicutes|c__CFGB1776|o__OFGB1776|f__FGB1776|g__GGB4682",0,0,0,0,0,0,0,0,0,0,0.13781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB1776|o__OFGB1776|f__FGB1776|g__GGB4683",0.35384,0,0,0,0,0,0,0,0,0,0.12868,0,0,0,0,0,0,0,0,0,0,0.15265,0,0,0,0,0,0,0,2.0902,0.00941,0,0,0,0,0,0,0,0,0.08716,0.00818,0
"k__Bacteria|p__Firmicutes|c__CFGB1776|o__OFGB1776|f__FGB1776|g__GGB4684",1.95771,0,0,0,0,0,0,0,0,0,0,0,7.26334,0,6.4611,0,0,0,0,0,0,0,0,0,0,0,0,0,0.363,0,0,0,0,0,0,0.02529,0,0,0,0.02351,0.03533,0
"k__Bacteria|p__Firmicutes|c__CFGB1777|o__OFGB1777|f__FGB1777|g__GGB4694",0,0,0,0,0,0,0,0,0,0,0.84034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB1778|o__OFGB1778|f__FGB1778|g__GGB4715",0,0,0,0,0,0,0,0,0,0,0.20584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB1779|o__OFGB1779|f__FGB1779|g__GGB4717",0,0,0,0,0,0.1093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB1780|o__OFGB1780|f__FGB1780|g__GGB4723",0,0,0,0.25586,0,0.02297,0,0,0,0,0.19489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-05,0,0,0,0,0,0,0,0,0,0,0,0.0764,0
"k__Bacteria|p__Firmicutes|c__CFGB1838|o__OFGB1838|f__FGB1838|g__GGB4884",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00214,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08125,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB1872|o__OFGB1872|f__FGB1872|g__GGB4964",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01579,0,0.00575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00371,0
"k__Bacteria|p__Firmicutes|c__CFGB2831|o__OFGB2831|f__FGB2831|g__GGB9052",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00135,0,0,0.00282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB2834|o__OFGB2834|f__FGB2834|g__GGB9063",0,0,0,0,0,0,0,0,0,0.00516,0,0,0,0,0,0,0,0,0,0,0,0.00094,0,0,0,0,0,0,0.00664,0.01561,0.00176,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB2834|o__OFGB2834|f__FGB2834|g__GGB9064",0,0,0,0,0,0,0,0,0,0,0.00261,0,0.09819,0,0,0,0.00375,0,0,0.03446,0,7e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00409,0,0
"k__Bacteria|p__Firmicutes|c__CFGB2837|o__OFGB2837|f__FGB2837|g__GGB9076",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00357,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB2875|o__OFGB2875|f__FGB2875|g__GGB9176",0,0,0,0,0,0,0,0,0,0.01561,0.06233,0,0,0.01016,0,0,0,0,0,0,0,0.01595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB28775|o__OFGB28775|f__FGB28775|g__GGB3511",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08562,0,0,0,0,0,0,0,0,0,0,0,0,0.03255,0.0315,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB2881|o__OFGB2881|f__FGB2881|g__GGB9189",0.02548,0,0,0.00717,0,0.00564,0,0,0,0,0.01155,0,0.00759,0,0.00656,0.07595,0,0.01979,0,0,0,0.00716,0,0,0.0142,0,0,0,0.01431,0.00615,0.01673,0,0.00086,0,0,0,0,0,0,0.00486,0,0
"k__Bacteria|p__Firmicutes|c__CFGB2889|o__OFGB2889|f__FGB2889|g__GGB9197",0.12643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06518,0.12916,0,0,0,0,0,0,0,0,0.5099,0.00304,0
"k__Bacteria|p__Firmicutes|c__CFGB2890|o__OFGB2890|f__FGB2890|g__GGB9198",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB2890|o__OFGB2890|f__FGB2890|g__GGB9199",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01484,0,0,0.01892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB2890|o__OFGB2890|f__FGB2890|g__GGB9200",0,0,0,0,0,0,0,0,0,0,0,0,0.03413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00138,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB2898|o__OFGB2898|f__FGB2898|g__GGB9210",0,0,0,0,0,0,0,0,0,0,0.00082,0,0,0,0,0,0.02981,0,0,0.0269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB2898|o__OFGB2898|f__FGB2898|g__GGB9211",0,0,0,0,0,0,0,0,0,0.00049,0,0,0,0.01634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB2906|o__OFGB2906|f__FGB2906|g__GGB9225",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00113
"k__Bacteria|p__Firmicutes|c__CFGB2915|o__OFGB2915|f__FGB2915|g__GGB36267",0.01037,0,0,0.00136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01378,0,0,0.0607,0,0,0,0,0,0,0,0,0,0,0.00241,0,0
"k__Bacteria|p__Firmicutes|c__CFGB2917|o__OFGB2917|f__FGB2917|g__GGB9238",0,0,0,0,0,0,0,0,0,0,0.00769,0,0,0,0,0,3e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB2918|o__OFGB2918|f__FGB2918|g__GGB9289",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00338,0,0,0.0084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB2921|o__OFGB2921|f__FGB2921|g__GGB9243",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB2930|o__OFGB2930|f__FGB2930|g__GGB9253",0.14619,0,0,0.00268,0,0.00096,0,0,0,0,0.00183,0,0,0,0.00327,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01917,0,0.01087,0,0,0,0,0,0,0,0,0.02139,0,0
"k__Bacteria|p__Firmicutes|c__CFGB2932|o__OFGB2932|f__FGB2932|g__GGB9261",0,0,0,0.00656,0,0.00052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00061,0,0,0,0,0,0,0,0,0,0,0.02274,0,0
"k__Bacteria|p__Firmicutes|c__CFGB2937|o__OFGB2937|f__FGB2937|g__GGB9271",0,0,0,0.02946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00986,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0038,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB2947|o__OFGB2947|f__FGB2947|g__GGB38716",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB2947|o__OFGB2947|f__FGB2947|g__GGB9285",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB2949|o__OFGB2949|f__FGB2949|g__GGB9290",0,0,0,0.04467,0,0.00425,0,0,0,0,0.05333,0,0,0,0.01025,0,0,0,0,0,0,0.00381,0,0,0,0,0,0,0,0.00954,0.02255,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB2950|o__OFGB2950|f__FGB2950|g__GGB9291",0,0,0,0,0,0,0,0,0,0.00238,0,0,0,0.00101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00138,0,0
"k__Bacteria|p__Firmicutes|c__CFGB2952|o__OFGB2952|f__FGB2952|g__GGB9293",0.00658,0,0,0.05326,0,0.01212,0,0,0,0,0.12111,0,0,0,0.03342,0,0,0,0,0,0,0.01257,0,0,0,0,0,0,0.10555,0,0,0,0,0,0,0,0,0,0,0.00333,0,0
"k__Bacteria|p__Firmicutes|c__CFGB2954|o__OFGB2954|f__FGB2954|g__GGB9297",0,0,0,0.00168,0,0.00094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018,0,0
"k__Bacteria|p__Firmicutes|c__CFGB2957|o__OFGB2957|f__FGB2957|g__GGB9299",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB2959|o__OFGB2959|f__FGB2959|g__GGB9301",0.00357,0,0,0,0,0,0,0,0,0,0.0089,0,0.00079,0,0,0,0.003,0,0,0.0085,0,0.00227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8e-05,0,0
"k__Bacteria|p__Firmicutes|c__CFGB2960|o__OFGB2960|f__FGB2960|g__GGB9302",0,0,0,0.03701,0,0.00621,0,0,0,0.0208,0.09511,0,0,0.0685,0.03988,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01283,0.0823,0.02361,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB2982|o__OFGB2982|f__FGB2982|g__GGB9342",0.12499,0,0,0.20012,0,0.00586,0,0,0,0,0.01398,0,0,0.02713,0.0028,0,1.56468,0,0,3.40544,0,0.00068,0,0,0,0,0,0,4.07449,0,0,0,0,0,0,0,0,0,0,0.87415,0,0
