"clade_name","Sample_10","Sample_11","Sample_12","Sample_13","Sample_14","Sample_15","Sample_16","Sample_17","Sample_18","Sample_19","Sample_2","Sample_20","Sample_21","Sample_22","Sample_23","Sample_24","Sample_25","Sample_26","Sample_27","Sample_28","Sample_29","Sample_3","Sample_31","Sample_32","Sample_33","Sample_34","Sample_35","Sample_36","Sample_37","Sample_38","Sample_39","Sample_4","Sample_40","Sample_41","Sample_42","Sample_43","Sample_44","Sample_45","Sample_5","Sample_7","Sample_8","Sample_9"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Wansuia",0.00618,0.00236,0.00903,0.00819,0.0208,0.00793,0,0,0.00198,0.00434,0.01751,0,0.00743,0.04205,0.01495,0.00697,0.01272,0.00317,0.02768,0.02201,0.02209,0.03225,0,0.00601,0.01423,0.03852,0,0,0.04275,0.05445,0.02021,0.02272,3e-05,0,0,0,0,0,0,0.00574,3e-04,0.05405
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Wujia",1.95977,0,0.00239,0.84409,0,0.41403,0,0,0,0.00413,0.34785,0,0,0,1.79893,0,0.59737,0,0,0.02952,0,0.44027,0,0,0,0,0,0,0.86352,0.05491,0.24416,0.13206,0.62133,0,0,0,0,0,2.91446,0.36418,0.14431,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Acetivibrio",0.06218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Agathobaculum",0.04266,0.59347,1.2751,0.29702,0.8728,1.56539,0.58213,0.67659,0.32694,0.03934,0.06356,0.00542,0.00496,0.18731,0.16613,0.50778,0.03592,0.47283,1.17441,0.02274,0.22174,0.06306,0.25377,0.47871,0.57973,0.27641,0.04777,0,0.3027,0.17283,0.40817,1.08256,0.62361,0.18792,1.24305,0.03246,1.38806,1.43856,0,0.95985,0.60889,1.4377
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Anaerofilum",0,0,0,0.00019,0,0,0,0,0,0,0,0,0.00036,0,0,0,0,0,0.00223,0,0.00035,0,0,0,0,0,0,0,0.00105,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Anaeromassilibacillus",0,0.00177,0.00255,0.00532,0.00012,0,0,0,0,0,0,0,0.00561,0.00824,0.03231,0,0.01771,0,0,0.03956,0,0,0,0,0.01644,0.03374,0,0,0,0,0,0,0,0,0,0.01792,0,0,0.06149,0.00779,0,0.02982
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Anaerotruncus",0.00605,0,0,0,0,0,0.00139,0,0,0.07425,0.01479,0,0.29754,0.09647,0.01023,0,0.00715,0,0.02796,0.01896,0.0173,0.01749,0,0.00028,0.01327,0.02857,0,0,0.02526,0,0.01592,0.00146,0,0.01502,0.00244,0,0,0.04467,0.02816,0.00249,0,0.0013
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Angelakisella",0,0,0,0,0,0,0,0,0,0.01448,0,0,0,0.00084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00731,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Bittarella",0.00156,0.00313,0,0.0015,0,0.00434,0,0,0,0,0.00124,0,0.01647,0.00366,0.00564,0,0,0,0.05183,0.00327,0.01363,0,0,0,0,0,0,0,0.00113,0.06733,0.01153,0,0.00607,0.00999,0.0102,0.00955,0,0.00809,0.00219,0.00066,0,0.00543
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Congzhengia",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Drancourtella",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14595,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Dysosmobacter",0.0246,0,0,0.00407,0,0,0.05631,0.06544,0,0.03759,0.0394,0,0.03168,0.01844,0.08357,0.00254,0.21398,0.00215,0.02198,0.0911,0.01729,0.03752,0,0.00917,0.02266,0.05147,0.00454,0,0.06229,0.33728,0.21402,0.05226,0,0.26289,0.03187,0.00133,0.0051,0.28413,0.70295,0.11516,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium",4.22519,2.56634,0.92259,10.78169,6.22219,13.84836,17.03022,12.86583,1.74797,0.23512,1.09462,0.00445,5.06884,1.03219,8.79501,7.23145,2.48463,19.92865,3.82264,0.23545,1.03396,2.2745,25.49896,9.77093,10.50546,3.34618,20.39672,0,1.72343,1.47102,2.69429,14.65174,8.05943,13.92849,16.93531,4.34671,12.65446,12.67213,16.24304,7.88137,11.28033,0.24917
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Fastidiosipila",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00127,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Flavonifractor",0.00142,0.01371,0,0.00182,0.00668,0.01328,0.10995,0.05661,0.00637,0.15175,0.01607,0,0.03026,0.3004,0.0481,0.03572,0.14397,0.04664,0.13291,0.05846,0.07197,0.03936,0.00385,0.49271,0.02745,0.04297,0.05076,0,0.0559,0.06755,0.49891,0.03007,0.00216,0.30664,0.17626,0.02811,0.16274,0.55047,1.22305,0.005,0,0.01373
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Fournierella",0,0,0,0.00765,0,0.01004,0,0,0,0,0,0,0,0,0.00025,0,0,0.01308,0,0,0,0,0,0,0.00839,7e-04,0,0,0.01704,0.00194,0.01169,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Fumia",0,0.00024,0,0,0.00114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01271,0.04511,0,0,0,0,0,0.00039,0,0,0,0,0,0.04408,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB13489",0.12748,0,0,0.01112,0,0.00216,0,0,0,0,0.00766,0,0,0,0.03239,0,0.04624,0,0,0.01417,0,0.00052,0,0,0,0,0,0,0.11654,0,0,0,0,0,0,0,0,0,0,0.15356,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB13493",0.96491,0,0,0.00011,0,0.00427,0,0,0,0.01258,0.1789,0,0,0.39764,0.00471,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01636,0,0,0,0,0,0,0,0,0,0,0.64337,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB32900",0,0,0,0,0,0,0,0,0,0,0,0,0,0.17957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB3343",0,0,0,0.00198,0,0,0,0,0,0,0,0,0,0,0,0,0.00597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB3345",0,0,0.04433,0.25939,0,0.52887,0,0,0,0,0.48454,0,0,0,0.12895,0,0.00521,0,0,0,0,0.33285,0.1229,0,0,0,0.38455,0,0.20889,0.09175,0.24355,0,0,0,0,0,0,0,0.90966,0,0,0.14654
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB33469",0.81692,0,0,0.04451,0,0.01817,0,0,0,0.04827,0.04793,0,0,0.00163,0.20782,0.01265,0,0.00887,0,0,0,0,0,0,0,0,0,0,0.44487,0,0,0,8e-04,0,0,0,0,0,0,0.49876,0.03321,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB34228",0.03376,0.00913,0,0.00473,7e-05,0.01373,0,0,0,0,0.00243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00031,0,0,0,0,0,0,0,0,0.02279,0.00043,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB36331",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00291,0,0,0,0.31834,0,0,0,0,0.48319,0,0,0,2.11547,0,0.00026,0.00686,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB38744",0,0,0,0.01102,0,0.00042,0,0,0,0.00876,0.00839,0,0,0.05292,0.02164,0,0.00594,0,0.01942,0.01325,0,0.0418,0.01284,0,0,0,0.15994,0,0,0,0,0,0,0,0,0,0,0.00272,0,0.0024,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB38987",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11335,0.00415,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB45596",0,0,0.00493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08734
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB45600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00107,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9237",0.00225,0,0,0.00221,0,0,0,0,0,0.02718,0,0,0,0.0201,0,0,0,0,0,0,0,0,0,0,0,0.00076,0,0,0.02528,0,0,0,0.00076,0,0,0,0,0,0,0.00725,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9452",0,0,0,0,0,0,0,0,0,0,0.0032,0,0,0,0.00142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9453",0,0,0,0,0,0,0,0,0,0.00478,0,0,0,0.20212,0,0,0.018,0,0,0.00217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.03124,0.02968,0,0,0.1207
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9469",0,0,0,0,0,0,0,0,0,0,0,0,0.0018,0.03179,0,0,0.00067,0,0,0.00442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02295,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9589",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0087,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9590",0,0.00011,0,0.00091,0.00582,0.00288,0,0,0,0,0,0,0,0,0,0.03002,0,0.00767,0,0,0,0,0,0,0,0,0,0,0.01016,0,0,0,0,0,0,0,0,0,0,0,0.02572,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9593",0.00837,0,0,0,0,0.00046,0,0,0,0,0,0,0,0,0,0.01159,0,0.02064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01289,0.03734,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9595",0.01166,0,0,0.02752,0,0.01074,0,0,0,0,0,0,0,0,0,0.07491,0,0.01295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01428,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9597",0.0026,0,0,0.02435,0,0.02524,0.0289,0.04076,0,0,0,0,0,0,0.01184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0055,0.0113,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9602",0.19451,0,0,0.15385,0,0.04229,0,0,0,0.02108,0.00522,0,0,0.01536,0.09777,0.06101,0.00114,0.06421,0,0.07295,0,0.00437,0,0,0,0,0,0,0.80528,0.09528,0.23686,0,0,0,0,0,0,0,0,0.08222,0.00662,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9603",0.00346,0,0,0.07132,0,0.03413,0,0,0,0,0,0,0,0,0.00228,0.08734,0,0.03435,0,0,0,0,0,0,0,0,0,0,0.05673,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9608",0.00849,0,0,0.17944,0,0.05087,0,0,0,0,0.18756,0,0,0,0,0,0,0,0,0,0,0.14564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9611",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00287,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9614",0,0,0.00862,0,0.00035,0,0.09956,0.05671,0,0,0,0,0,0,0,0.00868,0,0.03089,0.00048,0.00395,0,0,0,0,0.00863,0.00525,0,0,0,0,0,0,0,0,0.00732,0,0,0,0,0.05416,0.0033,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9616",0,0.00292,0,0.00129,0,0.00181,0,0,0,0,0,0,0,0,0,0.01704,0,0.00416,0.02656,0,0,0,0,0,0.03141,0.00044,0,0,0,0,0,0,0.00572,0,0,0,0,0,0,0.00273,0.00688,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9618",0.03358,0,0,0.01773,0,0.01189,0,0,0,0,0,0,0,0,0.00839,0,0,0,0.05956,0,0,0,0,0,8e-05,0.00125,0,0,0.02539,0,0,0,0,0,0,0,0,0,0,0.08534,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9619",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00175,0,0,0,0,0,0,0,0,0,0.01624,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9620",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9621",0.00279,0,0,0,0,0,0.02531,0.00648,0,0,0.00352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57669,0.03957,0,0,0,0,0,0,0,0,0.02226,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9623",0.00637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06886,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9627",0.05157,0,0,0.00446,0.00726,0.05072,0.36777,0.03223,0.0011,0,0.20726,0,0,0,0.29503,0.30817,0,0.07353,0,0,0,0,0,0,0,0,0,0,0.00779,0.01284,0.1091,0,0.01645,0,0,0.1204,0,0,0,0.08906,0.01563,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9628",0,0,0,0.00498,0,0.00773,0,0,0,0,0,0,0,0,0.00126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9634",0.43756,0,0,0.47249,0,0.08444,0,0,0,0,0.12696,0,0.04016,0,0.82528,0,0,0,0,0,0,0,0,0,0.07131,0.14754,0,0,0.43653,2.6146,3.63025,0,0.00805,0,0,0,0,0,0,0.14541,0.07695,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9635",0.60735,0,0,2.20265,0,0.31143,0,0,0,0.60265,0.29008,0,0,0.05318,0.2982,0.0168,0,0.0352,0,0,0,0.603,0,0,0,0.00731,0,0,3.50923,0.06241,0.01784,0,0.00469,0,0,0.02475,0,0,0,0.94488,0.09046,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9636",0.61662,0,0,0.0428,0,0,0,0,0,0,0.00741,0,0,0,0.43139,0,0,0,0,0,0,0.00042,0,0,0,0,0,0,2.88074,0,0,0,0,0,0,0.02135,0,0,0,0.01953,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9637",0.08847,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13359,0.00096,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9642",0,0,0,0.74936,0,0.34402,0.10069,0,0,0,0,0,0,0,2.32086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01074,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9646",0.00134,0,0,0.00141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00482,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9667",0.01727,0,0,0,0,0,0,0,0,0,0.00264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04529,0.01273,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9699",0.12854,3e-04,0,0,0.02654,0,0,0,0,0.28345,0.00057,0,0.02034,0,0,0.08029,0.22651,0.04782,0.04167,0.02603,0.00289,0.00222,0,0,0.07075,0.09429,0,0,0.4094,0.23161,0.09602,0.12105,0.01295,0,0,0,0,0,0,0.2273,0.02088,0.02321
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9707",0.17375,0.00908,0,0.00745,0.00646,0.02233,0,0,0,0.0018,0.00027,0,0,0.00472,0.01794,0.18129,0,0.16444,0,0,0,0,0,0,0.08524,0.00888,0,0,0.04772,0.02919,0.20541,0,0.00352,0,0,0.02694,0,0,0,0.11215,0.02361,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9708",0.0613,0,0,0.48249,0,0.02745,0,0,0,0,0.1679,0,0.25992,0,0.31929,0.03031,0,0.00975,0.00335,0,0,0,0,0,0.02025,0.02943,0,0,1.91706,0.05777,0.49762,0,0.00052,0,0,0,0,0,0,0.13552,0.15384,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9710",0.02054,0,0,0.00059,0,0.00523,0,0,0,0,0,0,0,0,0.52912,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06567,0,0,0,0.08365,0,0,0,0,0,0,0.01023,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9715",1.63922,0.22635,0,0.09911,0.11803,0.03884,0,0,0.05399,0.05588,0.44466,0,1.42712,0.38148,0.36252,0.19168,1.1868,0.18005,0,0.08633,0,0.12912,0,0,2.58923,0.53165,0,0,0.30083,1.26264,0.05246,0,0.13691,0,0,0.01888,0,0,0,0.29769,0.24297,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9724",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12158,0,0,0.04178,0,0,0,0,0,0,0,0,0.0269,0,0,0,0,0,0,0,0,0,0.06388,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9730",0.11576,0,0,0.20505,0,0.12416,0.06508,0.07723,0,0.00877,1.04178,0,0.0012,0.10501,0.19925,0.70218,0.39596,0.27655,0,0.1575,0,0.06678,0,0,0.59755,0.2204,0,0,0.12897,0.05559,0.10731,0,0.26889,0.01596,0.10882,0,0,0,4.30394,0.22697,0.22964,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9743",0,0,0,0,0,0,0,0,0,0,0,0,0.00986,0,0,0,0.00663,0,0.00112,0,0,0,0,0.00712,0,0,0,0,0,0,0,0,0.00832,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Hydrogeniiclostridium",0,0,0,0,0,0,0,0,0,0,0.00151,0,0,0.00166,0,0.00164,0.01835,0.00145,0,0.0584,0,0.00068,0,0.00088,0.02151,0.03762,0,0,0.00102,0.00221,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Hydrogenoanaerobacterium",0.0417,0,0,0.01433,0,0.00025,0.01603,0,0,0.01891,0.00719,0,0,0.01527,0.01041,0.01816,0,0.01789,0,0,0,0.00802,0.00186,0,0,0,0.00149,0,0,0,0.0017,0.00342,0,0,0,0.01213,0,0,0,0.08911,0.01539,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Lawsonibacter",0.00096,0.12851,0,0.05583,0.0067,0.03411,0.17878,0.04213,0,0.04789,0.03574,0,0.02005,0.13283,0.00038,0.00528,0.2695,0.0076,0.16181,0.08808,0.00103,0.00483,0,0.00192,0.00891,0.00234,0.01176,0,0.18035,0.02955,0.03482,0.02754,0,0,0,0.00017,0.00644,0.23722,0,0.03326,0.00525,0.00351
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ligaoa",0,0,0,0,0,0,0,0,0,0,0.00032,0,0,0,0,0,0.00587,0,0,0.00878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Massiliimalia",0,0,0,0.00231,0,0.00043,0,0,0,0,0.00043,0,0.00322,0.00187,0.00436,0.01116,0,0.00704,0,0,0,0.00074,0,0,0.0067,0.00293,0,0,0.00365,0.01416,0.00753,0.02352,0.00023,0,0,0.00659,7e-04,0.0081,0,0.00092,0.00093,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Monoglobus",0,0,0,0.07841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01502,0.39413,0,0,0,0.33945,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Neobittarella",0,0,0,0,0,0,0.00254,0.00396,0,0,0,0,0,0,0.00298,0.00011,0,0.00044,0.01012,0.00326,0.0262,0.01134,0,0,0.00147,0.00203,0,0,0,0.01116,0.00338,0,0,0,0,0,0,0,0,0,0.00026,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter",1.99111,0.06162,0.03787,1.04171,0.0641,0.43513,1.26722,0.86781,0.05761,1.02893,0.30576,0,0.3464,0.95311,1.52178,0.48657,2.90592,0.44553,0.17912,0.30645,0.06542,0.20715,0.00926,0,0.93905,0.04263,0.28503,0.00237,2.49149,0.12654,0.41382,0.00548,0.75403,0.06908,0.44372,0.02014,0,0.14473,0.29706,1.52161,0.31041,0.00404
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified",1.93923,1.10821,0,1.89634,0.37953,0.35001,0.10328,0.70517,0.0052,0.19738,0.09969,0,0.12615,0.76737,0.45043,0.72097,0.1502,0.71696,1.68337,0.23661,0.31397,0.16244,0,0.14164,0.3084,0.03175,0.001,0,1.68037,1.55776,0.45175,0.27234,0.13519,0.01115,0.07816,0.97558,0.02627,2.52519,0.37152,0.96435,0.11821,0.04951
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Phocea",0.00218,0,0,0.00107,0,0,0,0,0,0.00512,0,0,0.01116,0,0.00511,0,0,0,0,0,0,0,0,0.00313,0.01058,0,0,0,0.00146,0.00014,0,0,0.00167,0,0,0,0,0.03137,0,0.00131,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Provencibacterium",0,0,0,0.00222,0,0,0,0,0,0.00252,0.00121,0,0,0.00973,0,0,0.00095,0,0,0,0,0.0032,0,0,0,0,0,0,0.00086,0,0,0,0,0,0,0,0,0,0,0,0,0
