"clade_name","Sample_10","Sample_11","Sample_12","Sample_13","Sample_14","Sample_15","Sample_16","Sample_17","Sample_18","Sample_19","Sample_2","Sample_20","Sample_21","Sample_22","Sample_23","Sample_24","Sample_25","Sample_26","Sample_27","Sample_28","Sample_29","Sample_3","Sample_31","Sample_32","Sample_33","Sample_34","Sample_35","Sample_36","Sample_37","Sample_38","Sample_39","Sample_4","Sample_40","Sample_41","Sample_42","Sample_43","Sample_44","Sample_45","Sample_5","Sample_7","Sample_8","Sample_9"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_limosum|t__SGB4079",0.01958,0,0,0,0,0,0,0,0,0.19372,0,0,0,0.14041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07735,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_maltosivorans|t__SGB4078",0,0,0,0.00563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00851,0,0.00082,0,0,0,0,0,0,0,0,0,0,0,0,0.06818,0,0,0,0,0.06978,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ramulus|t__SGB4959",0,0.21224,0,0.13097,0.13206,0.25334,0.5332,0.53506,0.20588,0.00301,0.00408,0.0278,0.0078,0.14102,0.22486,0,0.01603,0,0,0.0332,0,0.04607,0,0,0.08539,0.04769,0,0,0.12836,0,0,0.12983,0.58411,0.38311,0.92715,0,0,0,0,0.00407,0.11687,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ramulus|t__SGB4960",0.00766,0.22012,0.36328,0.16521,0.16298,0.08484,0.03558,0.02306,0.03699,0,0.13563,0.00437,0,0,0.06765,0,0.00066,0,0.92753,0.00646,1.49531,0.02435,1.52076,0,0.17253,0.32154,0.43547,0,0.03026,0,0.06704,0,0.07652,0,0,0.06136,1.15533,0.99075,0,0.03676,0,0.05543
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_AF16_48|t__SGB5042",0,0,0,0.01155,0,0.04171,0,0,0,0,0.09022,0,0.18099,0.01205,0,0.12204,0,0.01888,0,0,0,0.08399,0,0,0,0,0,0,0.61226,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_AF34_35BH|t__SGB5051",0,1.75084,0,0,1.162,0.00025,0,0,0,0,0.69308,0,0,0,0,0.60031,0,0.04772,0,0,0,0.29557,0.06199,0,0,0,0.27246,0,0,0,0,1.16902,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_c_25|t__SGB4621",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10252,0,0,0.08062,0,0,0,0,0,0,0,0,0,0.01613,0.00032,0,0,0,0,0,0.0014,0.01571,0.46052,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ventriosum|t__SGB5045",0.24618,0,0,0.20346,0,0.06822,0,0,0.07176,0,0.39486,0.00278,0.00173,0,0.0292,0,0.00769,0,0,0.03775,0,0.54875,0.12593,0.11545,0.11772,0.04095,0.44817,0,0.35119,0,0,0.24778,0.03746,0.01214,0.05909,0,2.77917,0.64673,1.27654,0.09811,3e-04,0.02639
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB3267|s__GGB3267_SGB4317|t__SGB4317",0,0,0,0,0,0,0,0,0,0,0,0,0,0.69822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB3277|s__GGB3277_SGB4327|t__SGB4327",0.69316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.86784,0,0,0,0,0,0,3.03022,0.02705,0.09221,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB3278|s__GGB3278_SGB4328|t__SGB4328",0,0,0,2.09806,0,3.04095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96633,0,0,0,3.86503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB35068|s__GGB35068_SGB47850|t__SGB47850",0.03078,0,0,0.01349,0,0.01243,0,0,0.00673,0,0,0,0,0,0.00845,0.04105,0,0.03269,0,0,0,0,0,0,0.02181,0.02695,0,0,0.02293,0.0056,0.03404,0,0.01161,0,0,0,0,0,0,0.02439,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Intestinibacillus|s__Intestinibacillus_sp_Marseille_P6563|t__SGB29313",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00075,0.00238,0,0,0,0,7e-05,0,0.00356,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Alterileibacterium|s__Alterileibacterium_massiliense|t__SGB3980",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05115,0,0,0.03039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Anaerovorax|s__Anaerovorax_odorimutans|t__SGB4531",0,0,0,0.00167,0,0,0,0,0,9e-05,0.00038,0,0,0.00634,0,0,0,0,0,0,0,0.00479,0,0,0.00559,0.06673,0,0,0.0074,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Baileyella|s__Baileyella_intestinalis|t__SGB3928",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00288,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Emergencia|s__Emergencia_timonensis|t__SGB3970",0,0,0,0,0,0,0,0,0,0.02431,0,0,0.01098,0.02253,0,0,0,0,0,0,0,0,0,0,0.00114,0.0146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Eubacteriales_Family_XIII_Incertae_Sedis_unclassified|s__Clostridiales_bacterium_S5_A14a|t__SGB3977",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00235,0,0,0,0,0,0,0.00075,0,0,0,0,0,0,0.01865,0.00104,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Eubacteriales_Family_XIII_Incertae_Sedis_unclassified|s__Eubacteriales_Family_XIII_Incertae_Sedis_unclassified_SGB3978|t__SGB3978",0,0,0,0.01964,0,0,0,0,0,0,0.11773,0,0,0,0,0,0.0659,0,0,0,0,0.02477,0,0,0,0,0,0.03409,0.00341,0,0,0,0,0.00545,0,0,0.27396,0.46222,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Eubacteriales_Family_XIII_Incertae_Sedis_unclassified|s__Eubacterium_brachy|t__SGB3931",0,0,0,0,0,0,0,0,0,0,0,0.00855,0,0.00106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028,0,0,0,0,0,0.0236,0,0,0.001,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Eubacteriales_Family_XIII_Incertae_Sedis_unclassified|s__Eubacterium_infirmum|t__SGB3936",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Eubacteriales_Family_XIII_Incertae_Sedis_unclassified|s__Eubacterium_nodatum|t__SGB6627",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00041,0,0,0,0,0,0.00075,0,0,0,0,0,0,0,0,0,0.00061,0,0,0.00951,0,0,5e-05,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Eubacteriales_Family_XIII_Incertae_Sedis_unclassified|s__Eubacterium_saphenum|t__SGB3945",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00424,0,0,0.00154,0,0,0.00474,0,0,0,0.00257,0,1e-04,0,0,0,0.00425,0,0,0.00329,0,0,0.00206,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Eubacteriales_Family_XIII_Incertae_Sedis_unclassified|s__Eubacterium_sulci|t__SGB3934_group",0.00225,0.00107,0.00771,0.00116,0,0,0,0,0.0067,0,9e-05,0.10564,0,0,0,0,0,0.00096,0.00191,0.00396,0.01204,0.0033,0.04634,0.02134,0.00022,0,0.00625,0,0.00492,0,0,0.00091,0.00158,0,0,0.03689,0.00084,0.00554,0,0,0.01845,0.05925
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__GGB2977|s__GGB2977_SGB3959|t__SGB3959",0.05071,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__GGB2980|s__GGB2980_SGB3962|t__SGB3962",0,0,0.02557,0.05867,0,0.00453,0,0,0,0.00146,0.00739,0,0.01052,0.08962,0.05329,0,0.04732,0,0,0.15678,0,0.00449,0,0.00232,0,0,0,0,0.10663,0,0,0,0,0,0,0,0,0.00131,0,0,0,0.20105
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__GGB2987|s__GGB2987_SGB3969|t__SGB3969",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00699,0,0,0.0771,0,0,0.03347,0,0.00557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02834,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__GGB32387|s__GGB32387_SGB47381|t__SGB47381",0,0,0.00148,0,0,0,0,0,0,0,0.07901,0,0,0,0,0,0,0,0,0,0,0.22823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0602,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Lentihominibacter|s__Lentihominibacter_faecis|t__SGB3957",0.05258,0.12002,0,0.05222,0.06079,0.06038,0.05691,0.0114,0.02868,0.11312,0,0.00261,0.20274,0.3782,0.27163,0.04727,0.26099,0.02183,0,0.54571,0,0,0,0.04499,0.09367,0.39032,0,0.01409,0.10125,0.13021,0.1834,0.17808,0.09068,0.25009,0.10213,0.38514,0,0,0,0.07746,0.02996,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Lentihominibacter|s__Lentihominibacter_hominis|t__SGB3961",0,0,0,0,0,0,0,0,0,0,0,0,0.02478,0,0.00463,0,0.0053,0,0,0.02778,0,0.03872,0,0,0.11647,0.27724,0,0,0,0.14875,0.03107,0,0,0.17707,0.17896,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Mogibacterium|s__Mogibacterium_diversum|t__SGB3922_group",0.0094,0.00095,0.01698,0.00213,0,0.00014,0.00099,0.003,0.00263,0,0.0024,0.02534,0.02157,0,0.01529,0,0,0.00354,0.01041,0.00598,0.02641,0.01027,0.05276,0.02484,0.00014,0,0.00902,0,0.00875,0.0154,0.0126,0.00076,0.01661,0,0,0.06513,0.00053,0.00309,0.00217,6e-04,0.01522,0.04588
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Mogibacterium|s__Mogibacterium_kristiansenii|t__SGB3926_group",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75236,0,0,0,0,0,0,1.52296,0,0,0,0,0.07782,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Mogibacterium|s__Mogibacterium_pumilum|t__SGB3924",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00037,0,0,0.00107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Mogibacterium|s__Mogibacterium_SGB3923|t__SGB3923",0,0,0,0,0,0,0,0,0,0,0,0,0.04369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00057,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Mogibacterium|s__Mogibacterium_timidum|t__SGB3920",0,0,0,0,0,0,0,0,0,0,0,0,0.10572,0.00165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00965,0.00011,0,0.05049,0,0,0.00586,0,0,0,0,0.00035,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Zhenpiania|s__Zhenpiania_hominis|t__SGB14854",0,0,0,0.0588,0,0.05584,0,0,0.00762,0,0.13663,0,0.04542,0.03441,0,0,0.20894,0,0,0.10962,0,0.36174,0,0,0.13624,0.38222,0,0,0,0.75765,0.14539,0,0.02018,0,0,0.66515,0.00974,0.03247,0,0,0.01924,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_incertae_sedis|g__Candidatus_Cibionibacter|s__Candidatus_Cibionibacter_quicibialis|t__SGB15286",0.48774,0,2.50722,1.08664,0.00019,1.4654,0.02359,0.03288,0.10462,0.00789,2.67375,0.06589,0.10592,0.51962,0.27866,0.30488,1.13769,0.10992,0.43139,0.30067,0.38429,5.14892,0,0,0.99044,0.80642,0,0,0.24175,0,0,0,0.15392,0,0,0.28459,1.23351,1.85362,0,1.48891,0.22563,9.82305
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Colidextribacter|s__Colidextribacter_sp_210702_DFI_3_9|t__SGB15146",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00515,0,0,0,0,0,0,0.00327,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified|s__Clostridiales_bacterium_CHKCI006|t__SGB7261",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00164,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified|s__Clostridiales_bacterium_KA00274|t__SGB7884",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7e-04,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified|s__Clostridiales_bacterium_KLE1615|t__SGB5090",0.43651,0.02958,0.65247,1.13142,0.38565,0.87625,0.18699,0.19544,0.0501,0,0.0259,0.05216,0.04359,0.05467,0.08946,0.26148,0.00027,0.65215,0.88787,0.00604,0.56996,0.00472,1.15416,0.05593,0.3359,0.00213,0.01552,0,0.10458,0.01509,0.00229,0,0.107,0.01815,0.63068,0,0.53762,0.32808,0.13275,0.0201,0.08855,0.01683
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified|s__Clostridiales_bacterium|t__SGB15143",0.00087,0,0,0,0,0,0,0,0,0.0069,0,0,0,0.0031,0,0,0.01772,0,0,0.00181,0,0,0,0,0,0,0,0,0.01384,0,0.00195,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified|s__Clostridiales_bacterium|t__SGB15159",0,0,0,0,0,0,0,0,7e-04,0,0,0,0,0,0,0,0.00194,0,0.00395,0.00167,0.01563,0,0,0.42032,0,0,0,0,0,0,0,0.02253,0,0.07401,0.01775,0,0.00407,0.20666,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified|s__Eubacteriales_bacterium|t__SGB14960",0.00151,0,0,0.00132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14826,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified|s__Eubacteriales_unclassified_SGB15148|t__SGB15148",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19757,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified|s__Eubacteriales_unclassified_SGB15150|t__SGB15150",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00234,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Evtepia|s__Evtepia_gabavorous|t__SGB15120",0.37957,1.25367,0.06091,0,0.40639,0,0,0,0.14217,0.43372,1.17773,0,0.67444,1.13731,0,0.39424,1.1647,0.37122,0,0.80686,0,1.05558,0,0,0.56415,0.45495,0,0,1.52792,0.76205,1.02197,0,0.28297,0,0,0,0,0,0,0.46791,0,0.77787
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Fenollaria|s__Fenollaria_massiliensis|t__SGB6716",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0043,0,0,0,0.00793,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Fenollaria|s__Fenollaria_timonensis|t__SGB6719",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00078,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Gemmiger|s__Gemmiger_formicilis|t__SGB15292",0,0,0,1.0073,0,0.97759,0,0,0,0,0,0,0,0,0.03309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73162,0,0,0,0,0,0,0,0.39479,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Gemmiger|s__Gemmiger_formicilis|t__SGB15299",0,0,0,0.00613,0,0.00311,0,0,0,0,0,0,0,0,0,0.09681,0,0.04529,0,0,0,0,0,0,0,0,0,0,0.20667,0.01649,0.02416,0,0.01193,0.00515,0,0,0,0,0,0,0.14242,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Gemmiger|s__Gemmiger_formicilis|t__SGB15300",0.63768,0,0,0.13194,0,0.05787,0.52633,0.04599,0.9677,0.01329,0,0.15441,0.01363,0.33618,1.98325,3.37456,1.35902,0.98881,1.42463,0.36546,0.15685,0,3.85514,0.19363,0.77517,0.26671,0.84126,0,1.80862,0.0165,0.00909,0,0.95767,0.10728,0.72814,0.75417,0,0,0,0.73466,0.48802,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Gemmiger|s__Gemmiger_gallinarum|t__SGB63309",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Gemmiger|s__Gemmiger_SGB15295|t__SGB15295",0.11986,0,0,0.53524,0,1.11185,0.17767,2.24457,0.55633,0,0,0.02558,0,0.20842,0.26184,0.28749,0,0.09662,0,0,0,0,0,0,0,0,0,0,0.30951,0.86851,2.28938,0,0.52246,0,0,4.5283,0,0,0,0.65729,0.22898,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Gemmiger|s__Gemmiger_sp_An87|t__SGB15281",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00483,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__GGB48169|s__GGB48169_SGB66172|t__SGB66172",0,0,0,0,0,0,0,0,0,0,0.07501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__GGB9563|s__GGB9563_SGB14975|t__SGB14975",0,0,0,0,0,0,0,0,0,0.01255,0.04281,0,0,0.03965,0,0,0.12109,0,0,0.01276,0,0.05042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02209,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__GGB9759|s__GGB9759_SGB15370|t__SGB15370",0.03067,0,0,0.02458,0,0.00171,0.01892,0.03888,0,0.00058,0,0,0.00972,0.09362,0.03059,0.03523,0,0.08309,0,0,0,0,0,0,0,0,0,0,0.02767,0.02609,0.03068,0,0.10678,0,0,0,0,0,0.11542,0.02832,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__GGB9759|s__GGB9759_SGB15372|t__SGB15372",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__GGB9760|s__GGB9760_SGB15373|t__SGB15373",0.02569,0,0,0.05649,0,0.03109,0,0,0.0016,0.00418,0,0,0,0.38529,0.02493,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00098,0,0,0,0.06916,0,0,0,0,0,0.11853,0.02846,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__GGB9760|s__GGB9760_SGB15374|t__SGB15374",0.01905,0,0,0.12661,0,0.03399,0.02791,0.0385,0.03326,0.06291,0.34843,0,0,0.01722,0.33191,0.05749,0,0.0377,0,0,0,0.27864,0,0,0,0,0,0,0.32671,0.13196,0.41597,0,0.06811,0.06364,0.03277,0,0,0,0.0638,0.04914,0.04978,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Intestinimonas|s__Intestinimonas_butyriciproducens|t__SGB15126",0.07869,0,0,0,0,0,0,0,0,0.01065,0.01854,0,0,0.03454,0,0,0.13385,0,0.01188,0.18114,0.00089,0,0,0,0,0,0,0,0.00035,0,0,0,0,0,0,0,0,0,0,0.0501,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Intestinimonas|s__Intestinimonas_gabonensis|t__SGB79840",0.01766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04,0,0,0,0,0,0,0,0,0,0,0.00184,0,0,0,0,0,0,0,0,0,0,4e-05,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Intestinimonas|s__Intestinimonas_massiliensis|t__SGB15127",0.02202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03494,0,0.00748,0,0,0,0,0,0,0,5e-05,0,0,0,0,0,0,0,0,0,0,0.04512,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Intestinimonas|s__Intestinimonas_sp_MSJ_38|t__SGB14974",0.0575,0.0042,0,0.0244,0.00241,0.00925,0.09356,0.15037,0.00134,0,0,0,0.02727,0,0.00591,0.05876,0,0.01872,0.44403,0,0.03091,0,0,0,0,0,0,0,0.07624,0,0,0,0.00441,0,0,0.01365,0,0.03849,0,0.08557,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Intestinimonas|s__Intestinimonas_timonensis|t__SGB29334",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Levyella|s__Levyella_massiliensis|t__SGB5300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00227,0,0,0,0,0,0,0,9e-04,0,0,0,0,0,0,0,0,0,0,0
